state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts
AZ,Maricopa,Phoenix Va Medical Center,Phoenix,N/A,,https://www.hospitalstats.org/hospital-ratings/phoenix-va-medical-center-phoenix-az.htm,Phoenix Va Medical Center Ratings,650 E. Indian School Road,Phoenix,AZ,85012,(602) 222-6444,Acute Care - Veterans Administration,YES,17% better,17.0,better,12.2,,7.5,16.6,,,,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Maricopa-County-AZ.htm,2025-10-18T17:04:10.565861+00:00
AZ,Maricopa,East Valley Er & Hospital,Gilbert,N/A,,https://www.hospitalstats.org/hospital-ratings/east-valley-er-hospital-gilbert-az.htm,East Valley Er & Hospital Ratings,5656 South Power Rd,Gilbert,AZ,85295,(713) 660-0557,Acute Care Hospitals,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Maricopa-County-AZ.htm,2025-10-18T17:04:10.565861+00:00
AZ,Maricopa,Valley Hospital,Phoenix,N/A,,https://www.hospitalstats.org/hospital-ratings/valley-hospital-phoenix-az.htm,Valley Hospital Ratings,3550 East Pinchot Avenue,Phoenix,AZ,85018,(602) 952-3900,Psychiatric,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Maricopa-County-AZ.htm,2025-10-18T17:04:10.565861+00:00
AZ,Maricopa,Copper Springs East- Gilbert,Avondale,N/A,,https://www.hospitalstats.org/hospital-ratings/copper-springs-east-gilbert-avondale-az.htm,Copper Springs East- Gilbert Ratings,10550 West Mcdowell Road,Avondale,AZ,85392,(480) 565-3035,Psychiatric,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Maricopa-County-AZ.htm,2025-10-18T17:04:10.565861+00:00
AZ,Mohave,Western Arizona Regional Medical Center,Bullhead City,2h 42m,162.0,https://www.hospitalstats.org/hospital-ratings/western-arizona-regional-medical-center-bullhead-city-az.htm,Western Arizona Regional Medical Center Ratings,2735 Silver Creek Road,Bullhead City,AZ,86442,(928) 763-2273,Acute Care Hospitals,YES,13% worse,13.0,worse,15.9,13.5,12.7,22.6,2,0,162,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mohave-County-AZ.htm,2025-10-18T17:04:15.381654+00:00
AZ,Mohave,Valley View Medical Center,Fort Mohave,2h 48m,168.0,https://www.hospitalstats.org/hospital-ratings/valley-view-medical-center-fort-mohave-az.htm,Valley View Medical Center Ratings,5330 South Highway 95,Fort Mohave,AZ,86426,(928) 788-2273,Acute Care Hospitals,YES,14% worse,14.0,worse,,,15.2,19.5,1,0,168,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Mohave-County-AZ.htm,2025-10-18T17:04:15.381654+00:00
AZ,Mohave,Kingman Regional Medical Center,Kingman,3h 43m,223.0,https://www.hospitalstats.org/hospital-ratings/kingman-regional-medical-center-kingman-az.htm,Kingman Regional Medical Center Ratings,3269 Stockton Hill Road,Kingman,AZ,86401,(928) 757-2101,Acute Care Hospitals,YES,20% better,20.0,better,10.8,11.4,11.5,13.3,6,3,223,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mohave-County-AZ.htm,2025-10-18T17:04:15.381654+00:00
AZ,Mohave,Havasu Regional Medical Center,Lake Havasu City,4h 2m,242.0,https://www.hospitalstats.org/hospital-ratings/havasu-regional-medical-center-lake-havasu-city-az.htm,Havasu Regional Medical Center Ratings,101 Civic Center Lane,Lake Havasu City,AZ,86403,(928) 855-8185,Acute Care Hospitals,YES,2% better,2.0,better,12.2,13.8,12.7,16.6,11,2,242,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Mohave-County-AZ.htm,2025-10-18T17:04:15.381654+00:00
AZ,Navajo,Little Colorado Medical Center,Winslow,2h 34m,154.0,https://www.hospitalstats.org/hospital-ratings/little-colorado-medical-center-winslow-az.htm,Little Colorado Medical Center Ratings,1501 North Williamson Avenue,Winslow,AZ,86047,(928) 289-4691,Critical Access Hospitals,YES,2% worse,2.0,worse,,,,18.5,,,154,AVERAGE,Nurses usually respond quickly when patients need help; Doctors usually communicate well with patients; Patients usually receive help when they request it; Rooms and facilities are usually clean,Nurses often fail to communicate,https://www.hospitalstats.org/ER-Wait-Time/Navajo-County-AZ.htm,2025-10-18T17:04:18.331753+00:00
AZ,Navajo,Summit Healthcare Regional Medical Center,Show Low,3h 18m,198.0,https://www.hospitalstats.org/hospital-ratings/summit-healthcare-regional-medical-center-show-low-az.htm,Summit Healthcare Regional Medical Center Ratings,2200 East Show Low Lake Road,Show Low,AZ,85901,(928) 537-4375,Acute Care Hospitals,YES,2% better,2.0,better,11.4,12.3,13.1,18.7,9,0,198,AVERAGE,Nurses usually take time to communicate well; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Navajo-County-AZ.htm,2025-10-18T17:04:18.331753+00:00
AZ,Pima,Oro Valley Hospital,Oro Valley,2h 38m,158.0,https://www.hospitalstats.org/hospital-ratings/oro-valley-hospital-oro-valley-az.htm,Oro Valley Hospital Ratings,1551 East Tangerine Road,Oro Valley,AZ,85755,(520) 901-3500,Acute Care Hospitals,YES,3% better,3.0,better,14.1,12.0,13.1,15.9,2,0,158,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Northwest Medical Center Sahuarita,Sahuarita,2h 54m,174.0,https://www.hospitalstats.org/hospital-ratings/northwest-medical-center-sahuarita-sahuarita-az.htm,Northwest Medical Center Sahuarita Ratings,16260 South Rancho Sahuarita Boulevard,Sahuarita,AZ,85629,(520) 416-7100,Acute Care Hospitals,YES,2% worse,2.0,worse,,,,18.5,1,1,174,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,St Joseph's Hospital,Tucson,3h 7m,187.0,https://www.hospitalstats.org/hospital-ratings/st-josephs-hospital-tucson-az.htm,St Joseph's Hospital Ratings,350 North Wilmot Road,Tucson,AZ,85711,(520) 873-3000,Acute Care Hospitals,YES,8% worse,8.0,worse,13.1,14.5,12.2,21.4,8,1,187,BELOW AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Northwest Medical Center,Tucson,3h 21m,201.0,https://www.hospitalstats.org/hospital-ratings/northwest-medical-center-tucson-az.htm,Northwest Medical Center Ratings,6200 North La Cholla Boulevard,Tucson,AZ,85741,(520) 469-8100,Acute Care Hospitals,YES,13% worse,13.0,worse,13.7,14.5,12.5,24.5,19,0,201,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,St. Mary's Hospital,Tucson,3h 37m,217.0,https://www.hospitalstats.org/hospital-ratings/st-marys-hospital-tucson-az.htm,St. Mary's Hospital Ratings,1601 West St Mary's Road,Tucson,AZ,85745,(520) 872-3000,Acute Care Hospitals,YES,8% worse,8.0,worse,14.5,15.3,11.3,20.0,13,3,217,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Tucson Medical Center,Tucson,4h 5m,245.0,https://www.hospitalstats.org/hospital-ratings/tucson-medical-center-tucson-az.htm,Tucson Medical Center Ratings,5301 East Grant Road,Tucson,AZ,85712,(520) 327-5461,Acute Care Hospitals,YES,9% worse,9.0,worse,13.4,12.1,12.7,23.6,54,10,245,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Banner-University Medical Center South Campus,Tucson,4h 8m,248.0,https://www.hospitalstats.org/hospital-ratings/banner-university-medical-center-south-campus-tucson-az.htm,Banner-University Medical Center South Campus Ratings,2800 East Ajo Way,Tucson,AZ,85713,(520) 874-2000,Acute Care Hospitals,YES,3% better,3.0,better,12.0,15.1,10.4,17.1,8,3,248,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Banner - University Medical Center Tucson Campus,Tucson,5h 16m,316.0,https://www.hospitalstats.org/hospital-ratings/banner--university-medical-center-tucson-campus-tucson-az.htm,Banner - University Medical Center Tucson Campus Ratings,1625 North Campbell Avenue,Tucson,AZ,85719,(520) 874-4189,Acute Care Hospitals,YES,2% better,2.0,better,12.1,16.0,9.8,17.3,59,10,316,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Sells Hospital,Sells,N/A,,https://www.hospitalstats.org/hospital-ratings/sells-hospital-sells-az.htm,Sells Hospital Ratings,"Highway 86, At Topawa Road",Sells,AZ,85634,(520) 362-7003,Acute Care Hospitals,YES,,,,,,,,,0,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Va S. Arizona Healthcare System,Tucson,N/A,,https://www.hospitalstats.org/hospital-ratings/va-s-arizona-healthcare-system-tucson-az.htm,Va S. Arizona Healthcare System Ratings,3601 South Sixth Avenue,Tucson,AZ,85723,(520) 629-1821,Acute Care - Veterans Administration,YES,23% better,23.0,better,13.2,,8.2,13.2,,,,VERY GOOD,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Sonora Behavioral Health Hospital,Tucson,N/A,,https://www.hospitalstats.org/hospital-ratings/sonora-behavioral-health-hospital-tucson-az.htm,Sonora Behavioral Health Hospital Ratings,6050 North Corona Road,Tucson,AZ,85704,(520) 469-8700,Psychiatric,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pima,Palo Verde Behavioral Health,Tucson,N/A,,https://www.hospitalstats.org/hospital-ratings/palo-verde-behavioral-health-tucson-az.htm,Palo Verde Behavioral Health Ratings,2695 North Craycroft Road,Tucson,AZ,85712,(520) 322-2888,Psychiatric,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00
AZ,Pinal,Huhu Kam Memorial Hospital,Sacaton,2h 7m,127.0,https://www.hospitalstats.org/hospital-ratings/huhu-kam-memorial-hospital-sacaton-az.htm,Huhu Kam Memorial Hospital Ratings,483 West Seed Farm Road,Sacaton,AZ,85147,(520) 562-3321,Critical Access Hospitals,YES,,,,,,,,,,127,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pinal-County-AZ.htm,2025-10-18T17:04:36.598195+00:00
AZ,Pinal,Banner Goldfield Medical Center,Apache Junction,2h 44m,164.0,https://www.hospitalstats.org/hospital-ratings/banner-goldfield-medical-center-apache-junction-az.htm,Banner Goldfield Medical Center Ratings,2050 West Southern Avenue,Apache Junction,AZ,85120,(480) 733-3300,Acute Care Hospitals,YES,6% better,6.0,better,,,,17.2,0,0,164,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pinal-County-AZ.htm,2025-10-18T17:04:36.598195+00:00
AZ,Pinal,Banner Casa Grande Medical Center,Casa Grande,3h 48m,228.0,https://www.hospitalstats.org/hospital-ratings/banner-casa-grande-medical-center-casa-grande-az.htm,Banner Casa Grande Medical Center Ratings,1800 East Florence Boulevard,Casa Grande,AZ,85122,(520) 381-6300,Acute Care Hospitals,YES,1% worse,1.0,worse,12.5,12.6,12.8,19.2,8,2,228,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pinal-County-AZ.htm,2025-10-18T17:04:36.598195+00:00
AZ,Pinal,Banner Ironwood Medical Center,Queen Creek,4h 2m,242.0,https://www.hospitalstats.org/hospital-ratings/banner-ironwood-medical-center-queen-creek-az.htm,Banner Ironwood Medical Center Ratings,37000 North Gantzel Road,Queen Creek,AZ,85140,(480) 394-4030,Acute Care Hospitals,YES,4% worse,4.0,worse,,,11.8,19.5,0,0,242,AVERAGE,Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Pinal-County-AZ.htm,2025-10-18T17:04:36.598195+00:00
AZ,Pinal,Exceptional Community Hospital - Maricopa,Maricopa,N/A,,https://www.hospitalstats.org/hospital-ratings/exceptional-community-hospital--maricopa-maricopa-az.htm,Exceptional Community Hospital - Maricopa Ratings,19060 North John Wayne Parkway,Maricopa,AZ,85139,(469) 341-7800,Acute Care Hospitals,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pinal-County-AZ.htm,2025-10-18T17:04:36.598195+00:00
AZ,Santa Cruz,Holy Cross Hospital,Nogales,2h 41m,161.0,https://www.hospitalstats.org/hospital-ratings/holy-cross-hospital-nogales-az.htm,Holy Cross Hospital Ratings,1171 West Target Range Road,Nogales,AZ,85621,(520) 285-3000,Critical Access Hospitals,YES,,,,,,,,0,0,161,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Santa-Cruz-County-AZ.htm,2025-10-18T17:04:38.498934+00:00
AZ,Yavapai,Yavapai Regional Medical Center,Prescott,3h 6m,186.0,https://www.hospitalstats.org/hospital-ratings/yavapai-regional-medical-center-prescott-az.htm,Yavapai Regional Medical Center Ratings,1003 Willow Creek Road,Prescott,AZ,86301,(928) 445-2700,Acute Care Hospitals,YES,10% worse,10.0,worse,12.6,16.8,12.1,21.3,16,0,186,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Yavapai-County-AZ.htm,2025-10-18T17:04:42.372096+00:00
AZ,Yavapai,Verde Valley Medical Center,Cottonwood,3h 15m,195.0,https://www.hospitalstats.org/hospital-ratings/verde-valley-medical-center-cottonwood-az.htm,Verde Valley Medical Center Ratings,269 South Candy Lane,Cottonwood,AZ,86326,(928) 773-2357,Acute Care Hospitals,YES,0% worse,0.0,worse,11.7,13.6,11.1,20.3,5,0,195,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Yavapai-County-AZ.htm,2025-10-18T17:04:42.372096+00:00
AZ,Yavapai,Va Northern Arizona Healthcare System,Prescott,N/A,,https://www.hospitalstats.org/hospital-ratings/va-northern-arizona-healthcare-system-prescott-az.htm,Va Northern Arizona Healthcare System Ratings,500 Highway 89 North,Prescott,AZ,86313,(928) 445-4860,Acute Care - Veterans Administration,YES,19% better,19.0,better,,,9.1,16.1,,,,VERY GOOD,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Doctors usually communicate well with patients; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Yavapai-County-AZ.htm,2025-10-18T17:04:42.372096+00:00
AZ,Yuma,Yuma Regional Medical Center,Yuma,4h 17m,257.0,https://www.hospitalstats.org/hospital-ratings/yuma-regional-medical-center-yuma-az.htm,Yuma Regional Medical Center Ratings,2400 South Avenue A,Yuma,AZ,85364,(928) 336-7600,Acute Care Hospitals,YES,12% worse,12.0,worse,14.6,17.1,11.9,20.7,31,2,257,AVERAGE,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Yuma-County-AZ.htm,2025-10-18T17:04:45.206965+00:00
AZ,Yuma,Exceptional Community Hospital Yuma,Yuma,N/A,,https://www.hospitalstats.org/hospital-ratings/exceptional-community-hospital-yuma-yuma-az.htm,Exceptional Community Hospital Yuma Ratings,2648 South Araby Rd,Yuma,AZ,85365,(469) 341-7800,Acute Care Hospitals,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Yuma-County-AZ.htm,2025-10-18T17:04:45.206965+00:00
CA,Alameda,Alameda Hospital,Alameda,2h 47m,167.0,https://www.hospitalstats.org/hospital-ratings/alameda-hospital-alameda-ca.htm,Alameda Hospital Ratings,2070 Clinton Avenue,Alameda,CA,94501,(510) 522-3700,Acute Care Hospitals,YES,2% better,2.0,better,,12.4,12.0,18.5,2,0,167,AVERAGE,Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Washington Hospital,Fremont,2h 57m,177.0,https://www.hospitalstats.org/hospital-ratings/washington-hospital-fremont-ca.htm,Washington Hospital Ratings,2000 Mowry Ave,Fremont,CA,94538,(510) 797-1111,Acute Care Hospitals,YES,1% worse,1.0,worse,12.2,11.1,12.4,21.2,7,0,177,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Highland Hospital,Oakland,3h 18m,198.0,https://www.hospitalstats.org/hospital-ratings/highland-hospital-oakland-ca.htm,Highland Hospital Ratings,1411 East 31st Street,Oakland,CA,94602,(510) 437-4800,Acute Care Hospitals,YES,1% better,1.0,better,12.6,14.3,11.6,17.7,20,3,198,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Stanford Health Care - Valleycare,Pleasanton,3h 21m,201.0,https://www.hospitalstats.org/hospital-ratings/stanford-health-care--valleycare-pleasanton-ca.htm,Stanford Health Care - Valleycare Ratings,5555 West Las Positas Boulevard,Pleasanton,CA,94588,(925) 447-7000,Acute Care Hospitals,YES,7% better,7.0,better,11.9,12.9,11.2,17.0,3,3,201,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Eden Medical Center,Castro Valley,3h 52m,232.0,https://www.hospitalstats.org/hospital-ratings/eden-medical-center-castro-valley-ca.htm,Eden Medical Center Ratings,20103 Lake Chabot Road,Castro Valley,CA,94546,(510) 537-1234,Acute Care Hospitals,YES,7% better,7.0,better,10.9,12.5,11.5,17.7,6,3,232,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Alta Bates Summit Medical Center,Oakland,4h 8m,248.0,https://www.hospitalstats.org/hospital-ratings/alta-bates-summit-medical-center-oakland-ca.htm,Alta Bates Summit Medical Center Ratings,350 Hawthorne Avenue,Oakland,CA,94609,(510) 655-4000,Acute Care Hospitals,YES,9% better,9.0,better,11.2,12.1,9.9,18.4,12,1,248,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Alta Bates Summit Medical Center - Alta Bates Camp,Berkeley,4h 14m,254.0,https://www.hospitalstats.org/hospital-ratings/alta-bates-summit-medical-center--alta-bates-camp-berkeley-ca.htm,Alta Bates Summit Medical Center - Alta Bates Camp Ratings,2450 Ashby Avenue,Berkeley,CA,94705,(510) 204-4444,Acute Care Hospitals,YES,9% better,9.0,better,12.5,13.6,9.1,16.7,4,1,254,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Kaiser Foundation Hospital - Oakland/Richmond,Oakland,N/A,,https://www.hospitalstats.org/hospital-ratings/kaiser-foundation-hospital--oakland/richmond-oakland-ca.htm,,,,,,,,,,,,,,,,,,,,,,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Kaiser Foundation Hospital - Fremont,Fremont,N/A,,https://www.hospitalstats.org/hospital-ratings/kaiser-foundation-hospital--fremont-fremont-ca.htm,Kaiser Foundation Hospital - Fremont Ratings,39400 Paseo Padre Pkwy,Fremont,CA,94538,(510) 784-4000,Acute Care Hospitals,YES,,,,,,,,11,1,,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Kaiser Foundation Hospital - San Leandro,San Leandro,N/A,,https://www.hospitalstats.org/hospital-ratings/kaiser-foundation-hospital--san-leandro-san-leandro-ca.htm,Kaiser Foundation Hospital - San Leandro Ratings,2500 Merced Street,San Leandro,CA,94577,(510) 454-1000,Acute Care Hospitals,YES,,,,,,,,7,3,,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Alameda,Ucsf Benioff Children's Hospital Oakland,Oakland,N/A,,https://www.hospitalstats.org/hospital-ratings/ucsf-benioff-childrens-hospital-oakland-oakland-ca.htm,Ucsf Benioff Children's Hospital Oakland Ratings,747 52nd Street,Oakland,CA,94609,(510) 428-3000,Childrens,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Alameda-County-CA.htm,2025-10-18T17:04:56.893589+00:00
CA,Amador,Sutter Amador Hospital,Jackson,2h 11m,131.0,https://www.hospitalstats.org/hospital-ratings/sutter-amador-hospital-jackson-ca.htm,Sutter Amador Hospital Ratings,200 Mission Blvd,Jackson,CA,95642,(209) 223-7500,Acute Care Hospitals,YES,4% worse,4.0,worse,,14.0,13.7,17.9,3,0,131,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Amador-County-CA.htm,2025-10-18T17:04:58.788205+00:00
