provider_ccn,provider_org_name,provider_city,provider_street_address,provider_state_fips,provider_zip5,provider_state_abbreviation,provider_ruca_code,provider_ruca_description,drg_code,drg_description,total_discharges,average_submitted_covered_charge,average_total_payment_amount,average_medicare_payment_amount
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,13,114575.69,18975.62,15786.69
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,15,147855.6,23236.87,16722.33
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,11,155647.73,20937.27,16822.27
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,26,139306.19,16395.77,9793.35
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,66,78400.8,22023.15,20153.35
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",56,49514.61,12822.7,9837.2
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",17,45461.29,7463.41,5696.35
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",19,78398.53,16332.95,13051.74
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",14,66852.86,9411.93,6353.64
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,133,40181.4,10672.87,7986.22
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,17,25280.47,6608.94,4858.47
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,25,37309.0,9467.88,8034.84
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,32,24316.62,6491.94,4567.62
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,17,17734.12,5246.88,3322.65
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,37,25567.54,7214.03,5798.97
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,13,24879.38,6758.62,4050.62
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,13,56522.85,16316.23,10767.31
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,32,55916.72,14367.72,9914.78
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,28,36430.0,8160.32,5966.75
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,12,26826.42,6657.17,4896.0
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",19,36963.74,10067.32,8729.74
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",45,27664.93,6770.44,5002.16
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,18,69203.78,19407.28,15086.44
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,23,58141.22,15375.35,12285.96
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,18,59159.67,15053.5,13526.44
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,18,22358.94,8444.94,5228.11
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,13,49053.92,13795.85,8067.08
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,17,30562.18,7602.41,6012.53
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",35,34685.6,10000.14,8059.31
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",19,27239.16,6632.47,5273.32
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,26,35306.85,11268.65,9537.81
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,22,23834.5,7449.95,5720.41
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,46,39372.15,8904.91,6710.33
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,36,24865.75,6932.36,5198.03
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,20,47833.7,11684.55,10003.3
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",813,COAGULATION DISORDERS,15,36137.27,11666.87,10254.33
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,26,173501.31,38810.04,32856.81
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,15,176527.67,44973.13,41469.93
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,189,70598.11,14624.11,12614.63
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,27,42163.37,8267.85,6467.74
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,19,32637.84,12527.84,9730.21
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",885,PSYCHOSES,113,49922.27,11479.37,8672.88
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,16,53617.94,12463.44,11263.44
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,13,40197.23,8830.38,7722.69
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,30,45017.4,9123.93,8137.27
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",14,53645.57,11038.36,10124.07
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",291,HEART FAILURE AND SHOCK WITH MCC,34,49375.35,8914.59,7644.0
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,34,182480.35,13623.74,11234.15
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,11,120999.91,14401.36,12946.82
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",682,RENAL FAILURE WITH MCC,13,56159.77,10276.15,8922.31
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,13,42162.69,8039.77,6932.08
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,77,54471.09,13730.31,12208.05
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,11,94073.27,8583.27,4978.55
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,13,66649.62,8818.23,6686.23
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,22,110186.5,12419.05,10200.86
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,19,68919.05,7861.53,4831.21
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,47,105540.79,11454.26,9663.74
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,19,77891.68,8951.05,5381.89
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,25,97337.88,8607.08,6323.96
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,16,514580.69,44344.44,41694.38
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,13,173753.69,15615.38,8547.08
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,23,190234.74,37228.26,35976.09
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,21,168667.0,19305.24,17781.43
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",81,101299.75,10165.74,8819.74
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",13,115874.85,13818.46,12464.62
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,46,64705.91,8119.02,6907.54
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,11,73091.91,8199.55,7181.36
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,11,53508.55,5539.27,4521.09
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,11,53693.91,5396.36,4087.27
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,11,174052.18,21788.09,12835.45
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,13,114741.31,9041.62,7933.92
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,13,159888.08,14873.38,8451.85
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,18,166646.22,17629.06,16295.72
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,21,114114.81,13365.86,11656.38
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,14,190219.71,13861.36,12375.64
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",12,94611.25,8103.42,5353.92
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,23,104713.39,9751.87,8777.96
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,14,67105.07,7312.79,4617.64
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,17,56980.53,6905.59,5776.18
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,18,108710.67,9944.5,9144.5
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,48,281255.54,32102.81,23191.98
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,11,429499.91,32361.73,30761.73
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,196,127426.97,12433.56,9519.22
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,12,59020.75,7183.33,6116.67
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,13,25220.69,8722.46,7645.54
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,50,38354.1,11657.74,9884.08
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,29,23329.86,7353.45,6141.17
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,39,23278.31,7604.72,6784.21
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,21,18030.76,6903.24,5743.43
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,13,18490.15,5613.0,3951.46
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,37,28028.7,8126.22,6444.43
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,34,22446.12,5482.79,4306.32
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,11,14587.64,4336.91,2882.36
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",202,BRONCHITIS AND ASTHMA WITH CC/MCC,11,15985.27,6092.91,4783.82
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,11,37562.64,13685.45,12667.27
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,114,25446.66,8176.36,6871.0
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,11,37745.82,7718.09,6421.0
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,24,17213.21,4944.04,3929.21
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,14,12491.14,3851.57,2365.86
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,14,17459.79,5666.07,4297.79
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,16,16145.88,4899.19,3499.19
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,14,38976.14,10576.36,9033.5
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,28,27522.04,6332.18,5190.89
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,13,18845.0,5333.31,4225.62
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,11,17273.55,3898.91,2444.36
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",29,19895.97,5253.55,3820.59
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,14,36698.64,11820.43,10449.0
10019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,1,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,12,31430.08,12608.92,11675.58
