provider_ccn,provider_org_name,provider_street_address,provider_city,provider_state_abbreviation,provider_state_fips,provider_zip5,provider_ruca_code,provider_ruca_description,apc_code,apc_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5303,Level 3 Upper GI Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,13,13,24718.44,1974.46,1517.08,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,11,11,48040.53,2652.59,2022.11,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,65,65,35142.75,4455.64,3521.85,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,33,33,52162.16,7578.72,5978.72,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,21,22,24251.77,2705.45,2134.79,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,19,19,25604.15,4089.72,3252.71,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,91,93,16752.06,2002.07,1566.33,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,19,19,17253.77,1342.45,1058.73,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,17,17,18343.41,2312.47,1831.15,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5112,Level 2 Musculoskeletal Procedures,18,18,17892.3,1241.37,965.24,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5113,Level 3 Musculoskeletal Procedures,19,19,30067.54,2664.59,2112.5,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5114,Level 4 Musculoskeletal Procedures,23,23,73579.61,5324.02,4120.63,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5115,Level 5 Musculoskeletal Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5153,Level 3 Airway Endoscopy,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5154,Level 4 Airway Endoscopy,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5163,Level 3 ENT Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5164,Level 4 ENT Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5165,Level 5 ENT Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5182,Level 2 Vascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5183,Level 3 Vascular Procedures,14,14,28087.72,2412.95,1870.98,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5184,Level 4 Vascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5191,Level 1 Endovascular Procedures,58,59,33586.73,2621.38,1835.68,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5192,Level 2 Endovascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5193,Level 3 Endovascular Procedures,,13,115244.26,8764.64,7287.72,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5194,Level 4 Endovascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5223,Level 3 Pacemaker and Similar Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5302,Level 2 Upper GI Procedures,82,85,16429.12,1546.34,1229.6,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5313,Level 3 Lower GI Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5361,Level 1 Laparoscopy and Related Services,40,41,37714.07,4594.89,3643.56,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5372,Level 2 Urology and Related Services,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5373,Level 3 Urology and Related Services,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5414,Level 4 Gynecologic Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5415,Level 5 Gynecologic Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5431,Level 1 Nerve Procedures,,11,14980.44,1608.94,1281.92,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5491,Level 1 Intraocular Procedures,57,89,12101.03,1932.89,1540.03,0,0.0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5492,Level 2 Intraocular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",8011,Comprehensive Observation Services,63,65,24726.69,2084.82,1638.38,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,34,36,21592.34,1120.75,852.5,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,18,18,25344.0,2170.38,1710.55,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,14,14,38705.16,2839.41,2227.47,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,11,11,25947.87,1165.65,893.86,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,20,20,37881.18,1889.92,1351.01,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,24,25,63678.44,5054.48,3877.05,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,54,56,137970.12,9835.84,8230.5,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,13,13,20428.9,1143.31,878.47,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,25,26,33795.3,2129.23,1598.96,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,,13,51766.79,4501.3,3586.39,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,166,167,43360.64,2388.92,1617.71,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,31,32,175144.08,7852.64,6248.84,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5200,Implantation Wireless PA Pressure Monitor,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,25,25,188149.91,17486.79,15886.79,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,41,41,96962.66,7407.58,5806.92,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,14,14,235472.59,28009.61,26409.61,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,13,13,38062.84,3101.95,2471.47,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,37,37,44938.24,3974.93,3047.15,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,13,16,24694.36,1543.58,1213.4,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,37,43,30647.16,2595.58,2033.91,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,33,36,36385.11,4027.03,3185.0,0,0.0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,21,21,34700.23,1762.19,1319.42,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,16,17,7929.47,1313.31,1044.75,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,57,59,11392.34,2939.99,2324.99,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,26,26,13488.15,5204.89,4146.99,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,50,50,14055.26,4676.37,3725.88,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,,11,13472.18,4234.07,3306.29,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5462,Level 2 Neurostimulator and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,109,115,54627.21,18648.57,17048.57,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,951,1440,9652.79,1854.35,1466.59,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,835,989,17245.87,3413.82,2700.84,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5493,Level 3 Intraocular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5494,Level 4 Intraocular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",399,414,7922.21,1838.03,1459.16,0,0.0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",57,57,9986.71,2977.6,2353.49,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,26,28,4720.85,1281.75,1017.02,0,0.0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
