Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,APC_Cd,APC_Desc,Bene_Cnt,CAPC_Srvcs,Avg_Tot_Sbmtd_Chrgs,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Outlier_Srvcs,Avg_Mdcr_Outlier_Amt
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,91,93,16752.057096774,2002.07,1566.328172043,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,19,19,17253.772631579,1342.4489473684,1058.7305263158,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,17,17,18343.409411765,2312.4670588235,1831.1488235294,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5112,Level 2 Musculoskeletal Procedures,18,18,17892.302222222,1241.3672222222,965.24444444444,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5113,Level 3 Musculoskeletal Procedures,19,19,30067.541578947,2664.5905263158,2112.4952631579,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5114,Level 4 Musculoskeletal Procedures,23,23,73579.613478261,5324.0165217391,4120.6265217391,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5115,Level 5 Musculoskeletal Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5153,Level 3 Airway Endoscopy,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5154,Level 4 Airway Endoscopy,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5163,Level 3 ENT Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5164,Level 4 ENT Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5165,Level 5 ENT Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5182,Level 2 Vascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5183,Level 3 Vascular Procedures,14,14,28087.721428571,2412.9478571428,1870.9778571429,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5184,Level 4 Vascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5191,Level 1 Endovascular Procedures,58,59,33586.734067796,2621.3803389831,1835.680338983,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5192,Level 2 Endovascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5193,Level 3 Endovascular Procedures,,13,115244.25923077,8764.6430769231,7287.72,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5194,Level 4 Endovascular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5223,Level 3 Pacemaker and Similar Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5302,Level 2 Upper GI Procedures,82,85,16429.116352941,1546.3405882353,1229.5989411765,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5313,Level 3 Lower GI Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5361,Level 1 Laparoscopy and Related Services,40,41,37714.07195122,4594.886097561,3643.5634146341,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5372,Level 2 Urology and Related Services,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5373,Level 3 Urology and Related Services,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5414,Level 4 Gynecologic Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5415,Level 5 Gynecologic Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5431,Level 1 Nerve Procedures,,11,14980.435454545,1608.94,1281.92,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5491,Level 1 Intraocular Procedures,57,89,12101.032696629,1932.89,1540.03,0,0
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",5492,Level 2 Intraocular Procedures,,,,,,,
010012,Dekalb Regional Medical Center,200 Med Center Drive,Fort Payne,AL,01,35968,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",8011,Comprehensive Observation Services,63,65,24726.694,2084.8169230769,1638.3829230769,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,34,36,21592.342222222,1120.7483333333,852.50361111111,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,18,18,25343.995,2170.3766666667,1710.5466666667,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,14,14,38705.165,2839.4064285714,2227.4664285714,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,11,11,25947.866363636,1165.6527272727,893.85727272727,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,20,20,37881.1845,1889.9205,1351.0105,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,24,25,63678.4404,5054.4752,3877.0452,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,54,56,137970.11517857,9835.8414285714,8230.49625,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,13,13,20428.903076923,1143.3084615385,878.46846153846,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,25,26,33795.302692308,2129.2315384615,1598.9615384615,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,,13,51766.791538461,4501.3,3586.39,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,166,167,43360.640479042,2388.9202994012,1617.7104191617,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,31,32,175144.0775,7852.6396875,6248.84,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5200,Implantation Wireless PA Pressure Monitor,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,25,25,188149.9104,17486.7856,15886.7856,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,41,41,96962.656829268,7407.5841463415,5806.9226829268,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,14,14,235472.58714286,28009.61,26409.61,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,13,13,38062.841538462,3101.95,2471.47,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,37,37,44938.238648648,3974.9291891892,3047.1491891892,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,13,16,24694.365,1543.576875,1213.396875,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,37,43,30647.158604651,2595.5762790698,2033.9090697674,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,33,36,36385.1075,4027.03,3184.9977777778,0,0
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5376,Level 6 Urology and Related Services,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,01,35007,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,21,21,34700.232380952,1762.1919047619,1319.4223809524,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,16,17,7929.4705882353,1313.3123529412,1044.7470588235,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,57,59,11392.338983051,2939.9933898305,2324.9889830508,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,26,26,13488.153846154,5204.89,4146.99,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,50,50,14055.26,4676.37,3725.88,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,,11,13472.181818182,4234.0709090909,3306.2909090909,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5432,Level 2 Nerve Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5461,Level 1 Neurostimulator and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5462,Level 2 Neurostimulator and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5464,Level 4 Neurostimulator and Related Procedures,109,115,54627.208695652,18648.571130435,17048.571130435,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5465,Level 5 Neurostimulator and Related Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5491,Level 1 Intraocular Procedures,951,1440,9652.7878611111,1854.3474166666,1466.5913055556,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5492,Level 2 Intraocular Procedures,835,989,17245.868048534,3413.8232659252,2700.8353083923,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5493,Level 3 Intraocular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5494,Level 4 Intraocular Procedures,,,,,,,
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",399,414,7922.2101449275,1838.0283091787,1459.1625603865,0,0
010018,Uab Callahan Eye Hospital Authority,1720 University Blvd Ste 305,Birmingham,AL,01,35233,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",57,57,9986.7105263158,2977.598245614,2353.4885964912,0,0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,26,28,4720.8503571429,1281.7546428571,1017.0235714286,0,0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,12,12,5201.0958333333,1226.08,976.87,0,0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,19,19,13507.36,5653.7305263158,4495.1247368421,0,0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,126,131,30194.205648855,10712.874503817,9107.6989312977,0,0
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010019,Helen Keller Memorial Hospital,1300 South Montgomery Avenue,Sheffield,AL,01,35660,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5163,Level 3 ENT Procedures,,,,,,,
