Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,20,47833.7,11684.55,10003.3
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",813,COAGULATION DISORDERS,15,36137.266667,11666.866667,10254.333333
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,26,173501.30769,38810.038462,32856.807692
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,15,176527.66667,44973.133333,41469.933333
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,189,70598.10582,14624.10582,12614.634921
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,27,42163.37037,8267.8518519,6467.7407407
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,19,32637.842105,12527.842105,9730.2105263
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,01,35235,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",885,PSYCHOSES,113,49922.274336,11479.371681,8672.8761062
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,16,53617.9375,12463.4375,11263.4375
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,13,40197.230769,8830.3846154,7722.6923077
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,30,45017.4,9123.9333333,8137.2666667
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",14,53645.571429,11038.357143,10124.071429
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",291,HEART FAILURE AND SHOCK WITH MCC,34,49375.352941,8914.5882353,7644
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,34,182480.35294,13623.735294,11234.147059
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,11,120999.90909,14401.363636,12946.818182
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",682,RENAL FAILURE WITH MCC,13,56159.769231,10276.153846,8922.3076923
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,13,42162.692308,8039.7692308,6932.0769231
010012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,01,35968,AL,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,77,54471.090909,13730.311688,12208.051948
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,11,94073.272727,8583.2727273,4978.5454545
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,13,66649.615385,8818.2307692,6686.2307692
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,22,110186.5,12419.045455,10200.863636
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,19,68919.052632,7861.5263158,4831.2105263
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,47,105540.78723,11454.255319,9663.7446809
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,19,77891.684211,8951.0526316,5381.8947368
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,25,97337.88,8607.08,6323.96
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,16,514580.6875,44344.4375,41694.375
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,13,173753.69231,15615.384615,8547.0769231
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,23,190234.73913,37228.26087,35976.086957
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,21,168667,19305.238095,17781.428571
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",81,101299.75309,10165.740741,8819.7407407
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",13,115874.84615,13818.461538,12464.615385
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,46,64705.913043,8119.0217391,6907.5434783
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,11,73091.909091,8199.5454545,7181.3636364
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,11,53508.545455,5539.2727273,4521.0909091
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,11,53693.909091,5396.3636364,4087.2727273
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,11,174052.18182,21788.090909,12835.454545
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,13,114741.30769,9041.6153846,7933.9230769
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,13,159888.07692,14873.384615,8451.8461538
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,18,166646.22222,17629.055556,16295.722222
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,21,114114.80952,13365.857143,11656.380952
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,14,190219.71429,13861.357143,12375.642857
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",12,94611.25,8103.4166667,5353.9166667
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,23,104713.3913,9751.8695652,8777.9565217
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,14,67105.071429,7312.7857143,4617.6428571
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,17,56980.529412,6905.5882353,5776.1764706
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,18,108710.66667,9944.5,9144.5
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,48,281255.54167,32102.8125,23191.979167
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,11,429499.90909,32361.727273,30761.727273
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,196,127426.97449,12433.561224,9519.2193878
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,01,35007,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,12,59020.75,7183.3333333,6116.6666667
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,13,25220.692308,8722.4615385,7645.5384615
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,50,38354.1,11657.74,9884.08
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,29,23329.862069,7353.4482759,6141.1724138
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,39,23278.307692,7604.7179487,6784.2051282
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,21,18030.761905,6903.2380952,5743.4285714
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,13,18490.153846,5613,3951.4615385
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,37,28028.702703,8126.2162162,6444.4324324
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,34,22446.117647,5482.7941176,4306.3235294
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,11,14587.636364,4336.9090909,2882.3636364
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",202,BRONCHITIS AND ASTHMA WITH CC/MCC,11,15985.272727,6092.9090909,4783.8181818
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,11,37562.636364,13685.454545,12667.272727
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,114,25446.657895,8176.3596491,6871
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,11,37745.818182,7718.0909091,6421
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,24,17213.208333,4944.0416667,3929.2083333
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,14,12491.142857,3851.5714286,2365.8571429
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,14,17459.785714,5666.0714286,4297.7857143
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,16,16145.875,4899.1875,3499.1875
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,14,38976.142857,10576.357143,9033.5
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,28,27522.035714,6332.1785714,5190.8928571
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,13,18845,5333.3076923,4225.6153846
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,11,17273.545455,3898.9090909,2444.3636364
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",29,19895.965517,5253.5517241,3820.5862069
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,14,36698.642857,11820.428571,10449
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,12,31430.083333,12608.916667,11675.583333
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,17,40158.294118,13057.235294,11833.705882
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",12,17870.166667,5628.3333333,4161.6666667
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,21,22138.47619,5785,4267.9047619
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,12,19662.25,6721.0833333,4232.25
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",16,20223,7328.25,6153.25
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",24,16693.916667,4994.5416667,3794.5416667
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,19,31669.631579,9258,7354.8421053
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,23,21392.043478,5727.0869565,4301
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,45,24529.711111,7275.7777778,6315.7777778
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,57,17196.789474,5272.8245614,4009.6666667
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,15,33299.8,9864.7333333,8718.0666667
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,11,18470.636364,5917,4462.4545455
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,95,36629.736842,12258.031579,10856.715789
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,34,27852.617647,6502.1764706,5329.9411765
010019,Helen Keller Memorial Hospital,Sheffield,1300 South Montgomery Avenue,01,35660,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",948,SIGNS AND SYMPTOMS WITHOUT MCC,13,16571.230769,5120.4615385,3889.6923077
010021,Dale Medical Center,Ozark,126 Hospital Ave,01,36360,AL,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,12,18187.166667,10513.25,9183.5833333
010021,Dale Medical Center,Ozark,126 Hospital Ave,01,36360,AL,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",885,PSYCHOSES,24,20529,10723.25,9593.5833333
010022,Floyd Cherokee Medical Center,Centre,400 Northwood Dr,01,35960,AL,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",63,14343.253968,8585.2539683,7218.3968254
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",20,542863.2,178380.05,145881.1
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",13,371219.46154,131397.76923,103490.46154
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,27,160753,48557.481481,37882.666667
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",037,EXTRACRANIAL PROCEDURES WITH MCC,11,120516.09091,25342.909091,23678
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,28,24570.642857,9240.1785714,7887.8571429
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,56,60169.107143,16152.678571,14039.553571
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,56,40604.553571,10400.767857,6225.625
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,11,20965.272727,9509.9090909,3764.8181818
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,16,25593.3125,7130.75,5440.8125
010023,Baptist Medical Center South,Montgomery,2105 East South Boulevard,01,36116,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,16,59180.3125,15933.4375,13326.625
