Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,Srvc_Lvl,APC_Cd,APC_Desc,HCPCS_Cd,HCPCS_Desc,Bene_Cnt,CAPC_Srvcs,Avg_Tot_Sbmtd_Chrgs,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Outlier_Srvcs,Avg_Mdcr_Outlier_Amt
State,04,Arizona,APC,5116,Level 6 Musculoskeletal Procedures,,,624,630,142288.67830159,21905.561047619,20304.198111111,22,4159.7360636364
State,04,Arizona,APC,5153,Level 3 Airway Endoscopy,,,921,1137,10733.955039578,1301.4595514512,1034.9560773967,,
State,04,Arizona,APC,5154,Level 4 Airway Endoscopy,,,1262,1422,24870.904507736,3323.7135794655,2640.3148874824,,
State,04,Arizona,APC,5155,Level 5 Airway Endoscopy,,,740,751,42326.229920107,6205.5998535286,4934.5380292943,,
State,04,Arizona,APC,5163,Level 3 ENT Procedures,,,69,79,9529.1610126582,1096.5574683544,873.23,0,0
State,04,Arizona,APC,5164,Level 4 ENT Procedures,,,188,189,25082.092910053,2790.0800529101,2214.1334391534,,
State,04,Arizona,APC,5165,Level 5 ENT Procedures,,,961,967,40748.069389866,5362.4738676319,4264.1510858325,26,4166.5446307692
State,04,Arizona,APC,5166,Cochlear Implant Procedure,,,141,144,110014.90902778,32905.689166667,31305.181180556,0,0
State,04,Arizona,APC,5182,Level 2 Vascular Procedures,,,1312,1349,10176.801260193,1504.1583543365,1192.362624166,,
State,04,Arizona,APC,5183,Level 3 Vascular Procedures,,,3781,3950,21702.045840506,3017.9278936709,2398.0845746835,27,5688.6488296296
State,04,Arizona,APC,5184,Level 4 Vascular Procedures,,,867,1024,41219.004072266,4686.9305175781,3728.7988085937,22,6866.7878363636
State,04,Arizona,APC,5191,Level 1 Endovascular Procedures,,,5859,5882,32684.234943897,2992.0132182931,2094.766349881,42,4302.8066666667
State,04,Arizona,APC,5192,Level 2 Endovascular Procedures,,,1010,1077,49492.776332405,5288.1355431755,4196.1010213556,22,3626.6249727273
State,04,Arizona,APC,5193,Level 3 Endovascular Procedures,,,2780,3014,87191.559183809,10634.307375581,9049.947986065,223,2395.8622950673
State,04,Arizona,APC,5194,Level 4 Endovascular Procedures,,,709,726,111356.12775482,17444.856212121,15846.917796143,13,2785.5437076923
State,04,Arizona,APC,5200,Implantation Wireless PA Pressure Monitor,,,49,49,198017.56346939,27520.735510204,25920.735510204,0,0
State,04,Arizona,APC,5211,Level 1 Electrophysiologic Procedures,,,,,,,,,
State,04,Arizona,APC,5212,Level 2 Electrophysiologic Procedures,,,262,267,48422.820973783,6805.3525093633,5421.2286142322,,
State,04,Arizona,APC,5213,Level 3 Electrophysiologic Procedures,,,3214,3289,139968.66216175,23547.144250532,21944.532937063,,
State,04,Arizona,APC,5222,Level 2 Pacemaker and Similar Procedures,,,612,612,47745.036143791,8282.7950816994,6680.546879085,,
State,04,Arizona,APC,5223,Level 3 Pacemaker and Similar Procedures,,,1412,1415,62383.981413428,10454.018424028,8852.4358021201,,
State,04,Arizona,APC,5224,Level 4 Pacemaker and Similar Procedures,,,258,259,113803.43490347,18818.573899614,17218.573899614,11,1198.0936545454
State,04,Arizona,APC,5231,Level 1 ICD and Similar Procedures,,,101,101,121949.83009901,22922.509108911,21318.884356436,0,0
State,04,Arizona,APC,5232,Level 2 ICD and Similar Procedures,,,527,529,165653.35311909,32035.413667297,30433.02584121,,
State,04,Arizona,APC,5302,Level 2 Upper GI Procedures,,,3727,4199,13752.982000476,1761.7182614908,1402.2635889498,,
State,04,Arizona,APC,5303,Level 3 Upper GI Procedures,,,577,590,20813.44338983,3239.6821016949,2569.0246949153,,
State,04,Arizona,APC,5313,Level 3 Lower GI Procedures,,,551,560,22896.065428571,2588.0052321429,2074.6273392857,,
State,04,Arizona,APC,5331,Complex GI Procedures,,,656,849,26719.10656066,4947.798975265,3931.687762073,,
State,04,Arizona,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,1611,1661,36390.849006622,3594.6194160145,2854.4930463576,47,5192.9707914894
State,04,Arizona,APC,5361,Level 1 Laparoscopy and Related Services,,,3947,3967,45716.687353163,5241.2617998488,4158.9353995462,68,3810.8115705882
State,04,Arizona,APC,5362,Level 2 Laparoscopy and Related Services,,,2252,2262,79482.432015915,9082.9749823165,7479.1111715296,232,2058.5277637931
State,04,Arizona,APC,5372,Level 2 Urology and Related Services,,,1191,1464,4469.3282240437,449.54137295082,353.23027322404,,
State,04,Arizona,APC,5373,Level 3 Urology and Related Services,,,2412,3112,14660.439318766,1773.1511471722,1407.4121433162,,
State,04,Arizona,APC,5374,Level 4 Urology and Related Services,,,3735,4272,27846.302247191,3226.2999367977,2564.7395388577,,
State,04,Arizona,APC,5375,Level 5 Urology and Related Services,,,4080,4272,37193.845971442,4750.0680149813,3774.6547612359,27,3496.9093185185
State,04,Arizona,APC,5376,Level 6 Urology and Related Services,,,686,690,51457.554652174,8623.5277101449,7021.1632753623,,
State,04,Arizona,APC,5377,Level 7 Urology and Related Services,,,28,28,50594.15,11730.017857143,10126.431428571,0,0
State,04,Arizona,APC,5378,Level 8 Urology and Related Services,,,216,218,108485.87555046,19347.076100917,17745.022477064,,
State,04,Arizona,APC,5414,Level 4 Gynecologic Procedures,,,724,731,24570.388590971,2818.01749658,2232.4728317373,,
State,04,Arizona,APC,5415,Level 5 Gynecologic Procedures,,,593,598,44275.870635452,4634.5310367893,3675.7401337793,,
State,04,Arizona,APC,5416,Level 6 Gynecologic Procedures,,,310,311,58806.047363344,6908.3891639871,5467.5187138264,,
State,04,Arizona,APC,5431,Level 1 Nerve Procedures,,,1725,2124,12750.758742938,1675.8006308851,1331.3273540489,,
State,04,Arizona,APC,5432,Level 2 Nerve Procedures,,,40,41,50838.903170732,5949.5373170732,4673.4136585366,,
State,04,Arizona,APC,5461,Level 1 Neurostimulator and Related Procedures,,,107,108,36126.81462963,3215.1191666667,2540.347037037,,
State,04,Arizona,APC,5462,Level 2 Neurostimulator and Related Procedures,,,165,197,36328.803350254,5641.8595939086,4483.9146192893,,
State,04,Arizona,APC,5463,Level 3 Neurostimulator and Related Procedures,,,43,44,51021.184318182,11907.259318182,10325.441136364,,
State,04,Arizona,APC,5464,Level 4 Neurostimulator and Related Procedures,,,265,282,113126.66141844,21659.161808511,20056.468014184,,
State,04,Arizona,APC,5465,Level 5 Neurostimulator and Related Procedures,,,550,552,151821.14289855,29520.7225,27920.042192029,,
State,04,Arizona,APC,5471,Implantation of Drug Infusion Device,,,47,49,73324.876734694,17176.520408163,15576.520408163,0,0
State,04,Arizona,APC,5491,Level 1 Intraocular Procedures,,,833,1198,12110.521519199,2232.7072954925,1773.0018530885,0,0
State,04,Arizona,APC,5492,Level 2 Intraocular Procedures,,,347,369,34119.562601626,4009.5247154472,3187.229701897,,
State,04,Arizona,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,193,195,16301.858769231,2134.824,1697.3953333333,,
State,04,Arizona,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,61,64,32794.164375,3488.14140625,2769.56640625,,
State,04,Arizona,APC,5627,Level 7 Radiation Therapy,,,80,83,39705.350722891,7307.7775903614,5811.4881927711,,
State,04,Arizona,APC,5881,Ancillary Outpatient Services When Patient Dies,,,11,11,138688.70181818,11361.327272727,9740.7818181818,,
State,04,Arizona,APC,8011,Comprehensive Observation Services,,,22830,24960,24636.914511618,2469.205379407,1986.4312295673,125,5961.606168
State,05,Arkansas,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,3513,3723,8084.5055009401,1315.0159736771,1043.1603250067,,
State,05,Arkansas,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,2096,2757,13574.46031556,2229.0430903156,1772.2725462459,,
State,05,Arkansas,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,381,382,16198.627879581,3049.9379581152,2419.4303403141,0,0
State,05,Arkansas,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,487,487,27140.828480493,5255.0326283368,4174.2694045175,,
State,05,Arkansas,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,35,36,38374.981666667,7691.7852777778,6102.6763888889,,
State,05,Arkansas,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,21,21,73735.788571428,14733.258095238,13133.258095238,,
State,05,Arkansas,APC,5112,Level 2 Musculoskeletal Procedures,,,1230,1284,8239.2681619938,1266.9730140187,1003.2388707165,0,0
State,05,Arkansas,APC,5113,Level 3 Musculoskeletal Procedures,,,2236,2300,14348.536834783,2593.3517086956,2053.8286434782,0,0
State,05,Arkansas,APC,5114,Level 4 Musculoskeletal Procedures,,,3289,3333,25679.362688269,5839.6879087909,4630.9168706871,,
State,05,Arkansas,APC,5115,Level 5 Musculoskeletal Procedures,,,5782,5984,42884.259819518,11479.589839572,9878.9553041444,,
State,05,Arkansas,APC,5116,Level 6 Musculoskeletal Procedures,,,424,427,61643.050749415,19224.061288056,17625.186557377,0,0
State,05,Arkansas,APC,5153,Level 3 Airway Endoscopy,,,430,450,9013.9747555555,1409.4881333333,1116.5985555556,0,0
State,05,Arkansas,APC,5154,Level 4 Airway Endoscopy,,,714,746,13743.06963807,2944.4707372654,2338.58269437,,
State,05,Arkansas,APC,5155,Level 5 Airway Endoscopy,,,235,236,20144.398008475,5460.2420338983,4337.9406355932,0,0
State,05,Arkansas,APC,5163,Level 3 ENT Procedures,,,54,54,7527.2316666667,1252.6705555555,998.06296296296,0,0
State,05,Arkansas,APC,5164,Level 4 ENT Procedures,,,156,156,14847.122628205,2456.3424358974,1939.3416025641,0,0
State,05,Arkansas,APC,5165,Level 5 ENT Procedures,,,369,373,21524.709839142,4678.9009919571,3715.9343699732,0,0
State,05,Arkansas,APC,5166,Cochlear Implant Procedure,,,58,59,84738.781016949,29263.176101695,27663.176101695,0,0
State,05,Arkansas,APC,5182,Level 2 Vascular Procedures,,,845,890,6848.0614157303,1310.5286404494,1036.8656067416,,
State,05,Arkansas,APC,5183,Level 3 Vascular Procedures,,,2390,2559,14671.517616256,2604.1762172724,2064.994876905,15,6521.45312
State,05,Arkansas,APC,5184,Level 4 Vascular Procedures,,,525,561,28384.294670232,4300.2378431372,3388.5375935829,,
State,05,Arkansas,APC,5191,Level 1 Endovascular Procedures,,,7858,7900,14296.403356962,2632.0451556962,1842.0699405063,,
State,05,Arkansas,APC,5192,Level 2 Endovascular Procedures,,,882,954,24860.337798742,4575.2899580713,3622.0575366876,,
State,05,Arkansas,APC,5193,Level 3 Endovascular Procedures,,,3331,3538,50970.827654042,9364.548182589,7769.2704381006,117,2598.1338683761
State,05,Arkansas,APC,5194,Level 4 Endovascular Procedures,,,784,822,68498.647846715,15179.634099757,13587.249367397,15,2213.5358
State,05,Arkansas,APC,5200,Implantation Wireless PA Pressure Monitor,,,13,13,87283.323076923,20539.062307692,18939.062307692,0,0
State,05,Arkansas,APC,5211,Level 1 Electrophysiologic Procedures,,,,,,,,,
State,05,Arkansas,APC,5212,Level 2 Electrophysiologic Procedures,,,183,185,24127.788162162,5965.0528108108,4732.4964324324,,
State,05,Arkansas,APC,5213,Level 3 Electrophysiologic Procedures,,,1128,1141,85817.463716038,20807.612822086,19205.005521472,0,0
State,05,Arkansas,APC,5222,Level 2 Pacemaker and Similar Procedures,,,462,465,30794.086258065,7292.4365376344,5801.3517634409,,
State,05,Arkansas,APC,5223,Level 3 Pacemaker and Similar Procedures,,,1360,1360,34595.286735294,9232.7165,7630.8494705882,,
State,05,Arkansas,APC,5224,Level 4 Pacemaker and Similar Procedures,,,125,125,61682.44184,16519.65464,14918.85328,0,0
State,05,Arkansas,APC,5231,Level 1 ICD and Similar Procedures,,,96,96,77380.5334375,20144.283854167,18541.9296875,0,0
State,05,Arkansas,APC,5232,Level 2 ICD and Similar Procedures,,,540,540,110394.32624074,27948.019222222,26344.039666667,,
State,05,Arkansas,APC,5302,Level 2 Upper GI Procedures,,,1570,1724,8981.1709454756,1535.2874767981,1220.738787703,0,0
State,05,Arkansas,APC,5303,Level 3 Upper GI Procedures,,,200,203,14974.811625616,2820.1557142857,2232.1688669951,0,0
State,05,Arkansas,APC,5313,Level 3 Lower GI Procedures,,,372,376,14708.909228723,2284.797287234,1825.4480319149,0,0
State,05,Arkansas,APC,5331,Complex GI Procedures,,,205,226,20722.09119469,4568.5689823009,3625.012699115,0,0
State,05,Arkansas,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,849,881,18802.4138479,3147.5354937571,2499.5060839954,,
State,05,Arkansas,APC,5361,Level 1 Laparoscopy and Related Services,,,2098,2108,22519.037210626,4585.3982590133,3631.5642647059,,
State,05,Arkansas,APC,5362,Level 2 Laparoscopy and Related Services,,,1067,1069,41224.379513564,8030.886707203,6429.8814593078,,
State,05,Arkansas,APC,5372,Level 2 Urology and Related Services,,,1049,1423,2283.7915249473,552.97170063247,431.17498945889,,
State,05,Arkansas,APC,5373,Level 3 Urology and Related Services,,,1745,1945,9380.741218509,1652.461655527,1310.2797069409,,
State,05,Arkansas,APC,5374,Level 4 Urology and Related Services,,,2120,2377,14581.899116533,2857.8355195625,2268.8839840135,,
State,05,Arkansas,APC,5375,Level 5 Urology and Related Services,,,1633,1693,17758.719043119,4191.4243886592,3328.8741405789,0,0
State,05,Arkansas,APC,5376,Level 6 Urology and Related Services,,,239,243,28981.568065844,7585.5801234568,6022.2159670782,,
State,05,Arkansas,APC,5377,Level 7 Urology and Related Services,,,20,20,41486.25,10743.6455,9142.3515,0,0
State,05,Arkansas,APC,5378,Level 8 Urology and Related Services,,,114,117,57416.485555555,17125.028376068,15518.677264957,0,0
State,05,Arkansas,APC,5414,Level 4 Gynecologic Procedures,,,413,416,13409.233533654,2490.0806009615,1972.9936538461,0,0
State,05,Arkansas,APC,5415,Level 5 Gynecologic Procedures,,,261,261,21015.514367816,4102.4743295019,3253.738045977,0,0
State,05,Arkansas,APC,5416,Level 6 Gynecologic Procedures,,,124,124,26703.088225806,6141.4327419355,4858.2667741936,0,0
State,05,Arkansas,APC,5431,Level 1 Nerve Procedures,,,2210,2671,7730.448169225,1599.797588918,1267.3657693748,0,0
State,05,Arkansas,APC,5432,Level 2 Nerve Procedures,,,40,44,20455.586136364,4886.3927272727,3870.2372727273,0,0
State,05,Arkansas,APC,5461,Level 1 Neurostimulator and Related Procedures,,,99,99,14630.159191919,2853.3078787879,2259.2826262626,0,0
State,05,Arkansas,APC,5462,Level 2 Neurostimulator and Related Procedures,,,325,418,17629.439019139,4820.8999521531,3829.4300956938,,
State,05,Arkansas,APC,5463,Level 3 Neurostimulator and Related Procedures,,,,,,,,,
State,05,Arkansas,APC,5464,Level 4 Neurostimulator and Related Procedures,,,289,310,61482.151290323,19211.678258065,17609.679354839,0,0
State,05,Arkansas,APC,5465,Level 5 Neurostimulator and Related Procedures,,,294,298,80191.65738255,25719.818020134,24118.145536913,0,0
State,05,Arkansas,APC,5471,Implantation of Drug Infusion Device,,,59,59,41481.336779661,14775.82,13175.82,0,0
State,05,Arkansas,APC,5491,Level 1 Intraocular Procedures,,,1673,2507,8709.5087834066,1911.4157718389,1518.5152213801,,
State,05,Arkansas,APC,5492,Level 2 Intraocular Procedures,,,840,892,16736.397264574,3486.3192488789,2762.8339349776,,
State,05,Arkansas,APC,5493,Level 3 Intraocular Procedures,,,11,11,20593.835454545,5890.3890909091,4598.3254545455,0,0
State,05,Arkansas,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,303,309,11342.360809061,1857.309579288,1474.129579288,0,0
State,05,Arkansas,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,40,40,15623.89525,3093.2095,2464.51075,0,0
State,05,Arkansas,APC,5627,Level 7 Radiation Therapy,,,17,18,35149.118333333,6550.2805555555,5153.8366666667,,
State,05,Arkansas,APC,5881,Ancillary Outpatient Services When Patient Dies,,,,,,,,,
State,05,Arkansas,APC,8011,Comprehensive Observation Services,,,10619,11409,13771.180878254,2165.9594197563,1732.6272775879,,
State,06,California,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,25341,27776,13854.48921623,1872.5781854839,1487.5450748848,201,5755.1405890547
State,06,California,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,9547,10843,26536.360134649,3234.674324449,2573.0506418888,315,4963.5762711111
State,06,California,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,4173,4323,38875.678098543,4315.4709553551,3430.7971755725,201,3955.2148616915
State,06,California,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,4706,4729,64558.442230916,7481.3472531191,6002.0498139141,539,3734.4060727273
State,06,California,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,483,495,86057.782808081,11074.32359596,9472.0406868687,93,5019.1764301075
State,06,California,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,267,272,142846.90433824,20767.089191176,19166.258308824,20,3196.43317
State,06,California,APC,5112,Level 2 Musculoskeletal Procedures,,,5676,5810,17808.520483649,1802.0462857143,1429.3772598967,61,5871.3951180328
State,06,California,APC,5113,Level 3 Musculoskeletal Procedures,,,7849,7999,33093.503335417,3723.6806850856,2957.202887861,263,4671.5085285171
State,06,California,APC,5114,Level 4 Musculoskeletal Procedures,,,12314,12455,63280.621201124,8342.8876965074,6767.318263348,872,3727.1108818807
State,06,California,APC,5115,Level 5 Musculoskeletal Procedures,,,28251,29182,106852.56773799,16271.835051402,14671.009125488,773,2663.1174939198
State,06,California,APC,5116,Level 6 Musculoskeletal Procedures,,,891,904,160704.1043031,27313.057201327,25713.266460177,50,7733.296424
State,06,California,APC,5153,Level 3 Airway Endoscopy,,,3434,4192,15745.323976622,2018.9927504771,1605.2431941794,52,6224.2496884615
State,06,California,APC,5154,Level 4 Airway Endoscopy,,,4009,4414,40372.439313548,4262.3476438604,3388.2105437245,333,4787.5455003003
State,06,California,APC,5155,Level 5 Airway Endoscopy,,,2635,2671,68583.231508798,7822.0839835268,6298.5739835268,414,3162.9997574879
State,06,California,APC,5163,Level 3 ENT Procedures,,,479,595,12214.057831933,1778.1642689076,1413.5743697479,,
State,06,California,APC,5164,Level 4 ENT Procedures,,,1046,1142,31103.941891419,3426.8632224168,2721.102469352,55,4841.5617090909
State,06,California,APC,5165,Level 5 ENT Procedures,,,3281,3323,59870.834995486,6791.774995486,5406.7705085766,429,4254.6748885781
State,06,California,APC,5166,Cochlear Implant Procedure,,,284,287,164380.01982578,42685.537247387,41083.550278746,0,0
State,06,California,APC,5182,Level 2 Vascular Procedures,,,5548,5795,14212.999677308,1833.3378136324,1456.0359516825,112,5861.188025
State,06,California,APC,5183,Level 3 Vascular Procedures,,,14656,15496,29324.334751549,3721.2816559112,2957.8761009293,339,5128.8585038348
State,06,California,APC,5184,Level 4 Vascular Procedures,,,5147,5529,54228.510264062,6235.9265888949,4957.4743733044,574,4559.199297561
State,06,California,APC,5191,Level 1 Endovascular Procedures,,,21375,21479,39264.157870944,3670.3255142232,2572.7085627822,663,4071.5186129713
State,06,California,APC,5192,Level 2 Endovascular Procedures,,,5476,6270,46494.295859649,6591.830523126,5241.6009553429,257,3911.2880669261
State,06,California,APC,5193,Level 3 Endovascular Procedures,,,11116,12205,101972.94897665,13058.570756247,11476.338026219,1171,3320.6784725875
State,06,California,APC,5194,Level 4 Endovascular Procedures,,,3133,3264,134796.13674326,21464.474497549,19873.257579657,100,4157.678322
State,06,California,APC,5200,Implantation Wireless PA Pressure Monitor,,,216,216,188881.41861111,34567.655740741,32967.318194444,0,0
State,06,California,APC,5211,Level 1 Electrophysiologic Procedures,,,,,,,,,
State,06,California,APC,5212,Level 2 Electrophysiologic Procedures,,,418,424,77951.593231132,8469.6351415094,6889.249504717,63,3655.5886888889
State,06,California,APC,5213,Level 3 Electrophysiologic Procedures,,,8959,9123,188815.98253754,30116.091722021,28514.293323468,99,4478.3411414141
State,06,California,APC,5222,Level 2 Pacemaker and Similar Procedures,,,1962,1964,55810.617647658,10362.886288187,8758.1965529531,35,4549.74128
State,06,California,APC,5223,Level 3 Pacemaker and Similar Procedures,,,5706,5711,73774.819038697,12941.735792331,11339.349977237,109,2447.7077889908
State,06,California,APC,5224,Level 4 Pacemaker and Similar Procedures,,,610,610,132639.19313115,23685.090114754,22083.630442623,,
State,06,California,APC,5231,Level 1 ICD and Similar Procedures,,,475,475,158926.69208421,28389.607578947,26785.319242105,22,2848.2381454545
State,06,California,APC,5232,Level 2 ICD and Similar Procedures,,,2027,2032,203706.62812008,40214.995226378,38613.193892717,33,5559.9085393939
State,06,California,APC,5244,Level 4 Blood Product Exchange and Related Services,,,,,,,,,
State,06,California,APC,5302,Level 2 Upper GI Procedures,,,15001,16462,18077.343249909,2193.2713582797,1748.353361074,113,5249.6557610619
State,06,California,APC,5303,Level 3 Upper GI Procedures,,,2188,2283,31741.510306614,4118.4031099431,3275.8552912834,62,4094.2849387097
State,06,California,APC,5313,Level 3 Lower GI Procedures,,,3493,3610,21798.720753463,3218.9991634349,2592.9695235457,34,4922.3385235294
State,06,California,APC,5331,Complex GI Procedures,,,1908,2379,45201.466864229,6558.876086591,5220.3762295082,65,3947.8170738461
State,06,California,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,6198,6622,36969.303432498,4423.7356629417,3515.3955240109,372,5082.7656268817
State,06,California,APC,5361,Level 1 Laparoscopy and Related Services,,,12189,12288,57586.223881836,6512.079391276,5173.2831892904,1128,3891.0076817376
State,06,California,APC,5362,Level 2 Laparoscopy and Related Services,,,7007,7042,100594.86676654,11455.943122692,9856.7543780176,1721,3217.7695600232
State,06,California,APC,5372,Level 2 Urology and Related Services,,,10983,16379,4423.9476256181,781.01585627938,617.08050796753,30,8926.0013733333
State,06,California,APC,5373,Level 3 Urology and Related Services,,,11495,13847,16580.19142919,2334.7078414097,1855.4224229075,91,4797.0922461538
State,06,California,APC,5374,Level 4 Urology and Related Services,,,9667,10594,33811.584790447,4037.435924108,3211.1325910893,205,4276.7716770732
State,06,California,APC,5375,Level 5 Urology and Related Services,,,10701,11226,47561.005357207,5957.8918688758,4737.023195261,565,3535.0128453097
State,06,California,APC,5376,Level 6 Urology and Related Services,,,1940,1976,59167.089023279,10634.413805668,9033.6376214575,125,2721.4480832
State,06,California,APC,5377,Level 7 Urology and Related Services,,,82,83,72227.626987952,15082.226385542,13479.503493976,0,0
State,06,California,APC,5378,Level 8 Urology and Related Services,,,640,653,116041.61799387,24174.538958652,22579.777473201,,
State,06,California,APC,5414,Level 4 Gynecologic Procedures,,,3182,3213,28295.319754124,3533.0290102708,2805.279676315,43,4674.169027907
State,06,California,APC,5415,Level 5 Gynecologic Procedures,,,1855,1956,51908.307305726,5873.7304447853,4669.6821676892,165,4789.286489697
State,06,California,APC,5416,Level 6 Gynecologic Procedures,,,837,873,72139.461008018,8926.4050630011,7324.4508132875,101,4431.906590099
State,06,California,APC,5431,Level 1 Nerve Procedures,,,6977,7745,18654.90635765,2235.2180787605,1776.4767772757,146,5268.0926986301
State,06,California,APC,5432,Level 2 Nerve Procedures,,,244,258,69767.346860465,7755.2868992248,6250.6846511628,51,4741.1272039216
State,06,California,APC,5461,Level 1 Neurostimulator and Related Procedures,,,294,302,35022.37513245,4046.7218543046,3219.1262582781,26,4977.0415692308
State,06,California,APC,5462,Level 2 Neurostimulator and Related Procedures,,,711,794,44548.377392947,7667.0995214106,6212.9687279597,38,3337.3440947368
State,06,California,APC,5463,Level 3 Neurostimulator and Related Procedures,,,122,125,116007.08352,15587.49192,13983.83808,11,4050.2286363636
State,06,California,APC,5464,Level 4 Neurostimulator and Related Procedures,,,587,601,101863.90394343,27078.350865225,25477.445757071,,
State,06,California,APC,5465,Level 5 Neurostimulator and Related Procedures,,,1109,1124,148644.12647687,36783.725133452,35181.570008897,,
State,06,California,APC,5471,Implantation of Drug Infusion Device,,,304,306,95937.137189542,20843.050849673,19242.071960784,,
State,06,California,APC,5491,Level 1 Intraocular Procedures,,,20973,28915,19200.944551617,2748.2126335812,2183.8075493688,116,4435.0961948276
State,06,California,APC,5492,Level 2 Intraocular Procedures,,,5957,6414,42090.624883068,5101.8952385407,4057.9527751793,196,3764.02465
State,06,California,APC,5493,Level 3 Intraocular Procedures,,,58,58,70386.607068966,9096.5272413793,7496.5272413793,17,6106.7996705882
State,06,California,APC,5494,Level 4 Intraocular Procedures,,,18,21,43146.646666667,20371.128095238,18771.128095238,0,0
State,06,California,APC,5495,Level 5 Intraocular Procedures,,,,,,,,,
State,06,California,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,2926,3040,21223.646444079,2697.8945361842,2144.4255065789,39,5432.9516410256
State,06,California,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,510,525,35037.618038095,4468.3455047619,3554.0595238095,24,4120.9151083333
State,06,California,APC,5627,Level 7 Radiation Therapy,,,803,890,81390.793393258,9820.8083932584,8231.9568876404,242,2108.981746281
State,06,California,APC,5881,Ancillary Outpatient Services When Patient Dies,,,18,18,159442.70777778,15021.524444444,13421.524444444,,
State,06,California,APC,8011,Comprehensive Observation Services,,,68558,73571,39413.968420981,3067.1496548912,2541.9602676326,2402,4559.7323558701
State,08,Colorado,APC,5072,Level 2 Excision/ Biopsy/ Incision and Drainage,,,4136,4312,13237.1944782,1483.2191233766,1178.0062244898,17,6489.5836352941
State,08,Colorado,APC,5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,1784,2009,26899.640238925,2560.5379691389,2036.4403185664,40,5119.266425
State,08,Colorado,APC,5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,655,673,30250.609182764,3414.2793313522,2716.3837147102,12,5503.3909
State,08,Colorado,APC,5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,665,667,52925.578995502,5922.3447526237,4707.9211394303,38,5057.9522736842
State,08,Colorado,APC,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,,,83,84,137723.80440476,8684.6302380952,7084.6302380952,21,5298.1007333333
State,08,Colorado,APC,5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,59,60,154873.81483333,16618.351666667,15018.351666667,13,3072.2140615385
State,08,Colorado,APC,5112,Level 2 Musculoskeletal Procedures,,,881,910,14783.128681319,1420.6684725275,1125.1502307692,,
State,08,Colorado,APC,5113,Level 3 Musculoskeletal Procedures,,,1525,1552,28491.021391752,2945.9389755155,2338.5322164948,48,4519.864125
State,08,Colorado,APC,5114,Level 4 Musculoskeletal Procedures,,,3076,3114,51302.559007707,6546.1212845215,5198.7963551702,178,3954.0812617977
State,08,Colorado,APC,5115,Level 5 Musculoskeletal Procedures,,,9525,9887,88476.832971579,12973.415360574,11373.394129665,479,2461.1442367432
State,08,Colorado,APC,5116,Level 6 Musculoskeletal Procedures,,,456,461,138167.79646421,21749.584186551,20147.713535792,17,2463.1982941176
State,08,Colorado,APC,5153,Level 3 Airway Endoscopy,,,460,497,13024.185935614,1585.520362173,1260.6041046278,,
State,08,Colorado,APC,5154,Level 4 Airway Endoscopy,,,930,1009,24065.299514371,3296.3194350842,2620.2274132805,17,4116.5482235294
State,08,Colorado,APC,5155,Level 5 Airway Endoscopy,,,440,442,49773.877579186,6071.9876244344,4815.3100904977,,
State,08,Colorado,APC,5163,Level 3 ENT Procedures,,,61,65,16927.441538461,1384.3553846154,1102.9853846154,0,0
State,08,Colorado,APC,5164,Level 4 ENT Procedures,,,168,168,26225.900714286,2836.5225,2253.6772619048,,
State,08,Colorado,APC,5165,Level 5 ENT Procedures,,,593,599,50333.312821369,5282.7692487479,4197.9534056761,22,4161.6831454545
