"Type","Name","Location Code","Hospital Designations","NPIs","Rm, Suite, or Apt","Street Address","Street Address 2","City","State","ZIP Code","County","Country","GPS","USNG","Phones",
"Hospital","MercyOne Dubuque Medical Center","9531","","","","250 Mercy Drive","","City of Dubuque","IA","52001","Dubuque County","US","42.492531,-90.674781","15TXH91080708","563-589-9370",
"Hospital","Insight Hospital & Medical Center Chicago","6041","","","","2525 South Michigan Avenue","","City of Chicago","IL","60616","Cook County","US","41.846322,-87.621839","16TDM48373290","312-567-2000",
"Hospital","Mercy Hospital St. Louis","9610","","","","615 South New Ballas Road","","","MO","63141","","US","38.645460,-90.446476","15SYC22228052","314-251-6000",
"Hospital","Mercy Medical Center Clinton","9642","","","","1410 North 4th Street","","City of Clinton","IA","52732","Clinton County","US","41.861344,-90.189175","15TYG33303820","563-244-5555",
"Hospital","Mercy Hospital South","9626","","","","10010 Kennerly Road","","","MO","63128","","US","38.506258,-90.381170","15SYC28356523","314-525-1000",
"Hospital","Mercy Walworth Hospital and Medical Center","9648","","","","N2950 Wisconsin 67","","City of Lake Geneva","WI","53147","Walworth County","US","42.598120,-88.539739","16TCN73681733","262-245-0535",
"Hospital","Meriter Hospital Madison WI","9510","","","","202 South Park Street","","City of Madison","WI","53715","Dane County","US","43.065807,-89.401645","16TCN04457092","608-417-6206",
"Hospital","Thorek Memorial Hospital – Andersonville","6005","","","","5025 North Paulina Street","","City of Chicago","IL","60640","Cook County","US","41.973220,-87.671079","16TDM44394702","773-271-9040",
"Hospital","Midwest Medical Center","0438","","","","1 Medical Center Drive","","City of Galena","IL","61036","Jo Daviess County","US","42.448947,-90.457753","15TYH09060275","815-777-1340",
"Hospital","Midwestern Regional Medical Center","0506","","","","2520 Elisha Avenue","","City of Zion","IL","60099","Lake County","US","42.448631,-87.827984","16TDM31919992","866-575-8763",
"Hospital","Mineral Area Regional Medical Center Farmington MO (CLOSED)","9657","","","","","","","","","","","","","",
"Hospital","Missouri Baptist Medical Center","9613","","","","3015 North Ballas Road","","","MO","63131","","US","38.635386,-90.446546","15SYC22257940","314-996-5000",
"Hospital","Morris Hospital & Healthcare Centers","0334","","","","150 West High Street","","Township of Morris","IL","60450","Grundy County","US","41.369517,-88.426500","16TCL80708075","815-942-2932",
"Hospital","Morrison Community Hospital","1015","","","","303 North Jackson Street","","City of Morrison","IL","61270","Whiteside County","US","41.809131,-89.957368","16TBM54333281","815-772-4003",
"Hospital","Mount Sinai Hospital","6043","","","","1500 South Fairfield Avenue","","City of Chicago","IL","60608","Cook County","US","41.861159,-87.694711","16TDM42343459","773-542-2000",
"Hospital","Neuropsychiatric Hospital of Indianapolis","9466","","","","6720 Parkdale Place","","City of Indianapolis","IN","46254","Marion County","US","39.826444,-86.279004","16SEK61690874","317-744-9200",
"Hospital","NON-HOSPITAL DESTINATION","9995","","","","","","","","","","","","","",
"Hospital","NON-SPEC ALABAMA","7037","","","","","","","","","","","","","",
"Hospital","NON-SPEC ALASKA","7091","","","","","","","","","","","","","",
"Hospital","NON-SPEC ARIZONA","7087","","","","","","","","","","","","","",
"Hospital","NON-SPEC ARKANSAS","7071","","","","","","","","","","","","","",
"Hospital","NON-SPEC CALIFORNIA","7097","","","","","","","","","","","","","",
"Hospital","NON-SPEC CENTRAL MIDWEST STAT","7060","","","","","","","","","","","","","",
"Hospital","NON-SPEC COLORADO","7083","","","","","","","","","","","","","",
"Hospital","NON-SPEC CONNECTICUT","7007","","","","","","","","","","","","","",
"Hospital","NON-SPEC DELAWARE","7017","","","","","","","","","","","","","",
"Hospital","NON-SPEC DISTRICT OF COLUMBIA","7022","","","","","","","","","","","","","",
"Hospital","NON-SPEC FLORIDA","7035","","","","","","","","","","","","","",
"Hospital","NON-SPEC GEORGIA","7033","","","","","","","","","","","","","",
"Hospital","NON-SPEC HAWAII","7099","","","","","","","","","","","","","",
"Hospital","NON-SPEC IDAHO","7081","","","","","","","","","","","","","",
"Hospital","NON-SPEC ILLINOIS","7061","","","","","","","","","","","","","",
"Hospital","NON-SPEC INDIANA","7045","","","","","","","","","","","","","",
"Hospital","NON-SPEC IOWA","7053","","","","","","","","","","","","","",
"Hospital","NON-SPEC KANSAS","7065","","","","","","","","","","","","","",
"Hospital","NON-SPEC KENTUCKY","7047","","","","","","","","","","","","","",
"Hospital","NON-SPEC LOUISIANA","7073","","","","","","","","","","","","","",
"Hospital","NON-SPEC MAINE","7002","","","","","","","","","","","","","",
"Hospital","NON-SPEC MARYLAND","7021","","","","","","","","","","","","","",
"Hospital","NON-SPEC MASSACHUSETTS","7005","","","","","","","","","","","","","",
"Hospital","NON-SPEC MICHIGAN","7041","","","","","","","","","","","","","",
"Hospital","NON-SPEC MINNESOTA (INC. MAYO","7052","","","","","","","","","","","","","",
"Hospital","NON-SPEC MISSISSIPPI","7039","","","","","","","","","","","","","",
"Hospital","NON-SPEC MISSOURI","7063","","","","","","","","","","","","","",
"Hospital","NON-SPEC MONTANA","7056","","","","","","","","","","","","","",
"Hospital","NON-SPEC MOUNTAIN STATES","7080","","","","","","","","","","","","","",
"Hospital","NON-SPEC NEBRASKA","7067","","","","","","","","","","","","","",
"Hospital","NON-SPEC NEVADA","7085","","","","","","","","","","","","","",
"Hospital","NON-SPEC NEW ENGLAND & NEW JERSEY","7001","","","","","","","","","","","","","",
"Hospital","NON-SPEC NEW HAMPSHIRE","7003","","","","","","","","","","","","","",
"Hospital","NON-SPEC NEW JERSEY","7008","","","","","","","","","","","","","",
"Hospital","NON-SPEC NEW MEXICO","7086","","","","","","","","","","","","","",
"Hospital","NON-SPEC NEW YORK","7011","","","","","","","","","","","","","",
"Hospital","NON-SPEC NORTH CAROLINA","7025","","","","","","","","","","","","","",
"Hospital","NON-SPEC NORTH CENTRAL STATES","7040","","","","","","","","","","","","","",
"Hospital","NON-SPEC NORTH DAKOTA","7054","","","","","","","","","","","","","",
"Hospital","NON-SPEC NORTH MID-ATLANTIC","7010","","","","","","","","","","","","","",
"Hospital","NON-SPEC NORTHERN MIDWEST","7050","","","","","","","","","","","","","",
"Hospital","NON-SPEC OHIO","7043","","","","","","","","","","","","","",
"Hospital","NON-SPEC OKLAHOMA","7075","","","","","","","","","","","","","",
"Hospital","NON-SPEC OREGON","7095","","","","","","","","","","","","","",
"Hospital","NON-SPEC PACIFIC COAST","7090","","","","","","","","","","","","","",
"Hospital","NON-SPEC PENNSYLVANIA","7014","","","","","","","","","","","","","",
"Hospital","NON-SPEC RHODE ISLAND","7006","","","","","","","","","","","","","",
"Hospital","NON-SPEC SOUTH CAROLINA","7026","","","","","","","","","","","","","",
"Hospital","NON-SPEC SOUTH DAKOTA","7055","","","","","","","","","","","","","",
"Hospital","NON-SPEC SOUTH MID-ATLANTIC","7020","","","","","","","","","","","","","",
"Hospital","NON-SPEC SOUTHEASTERN STATES","7030","","","","","","","","","","","","","",
"Hospital","NON-SPEC SOUTHERN MIDWEST","7070","","","","","","","","","","","","","",
"Hospital","NON-SPEC TENNESSEE","7031","","","","","","","","","","","","","",
"Hospital","NON-SPEC TEXAS","7077","","","","","","","","","","","","","",
"Hospital","NON-SPEC UTAH","7084","","","","","","","","","","","","","",
"Hospital","NON-SPEC VERMONT","7004","","","","","","","","","","","","","",
"Hospital","NON-SPEC VIRGINIA","7023","","","","","","","","","","","","","",
"Hospital","NON-SPEC WASHINGTON","7093","","","","","","","","","","","","","",
"Hospital","NON-SPEC WEST VIRGINIA","7024","","","","","","","","","","","","","",
"Hospital","NON-SPEC WISCONSIN","7051","","","","","","","","","","","","","",
"Hospital","NON-SPEC WYOMING","7082","","","","","","","","","","","","","",
"Hospital","NON-SPECIFIED UNITED STATES","7000","","","","","","","","","","","","","",
"Hospital","Endeavor Evanston Hospital","0148","","","","2650 Ridge Avenue","","Township of Evanston","IL","60201","Cook County","US","42.065414,-87.684616","16TDM43355726","847-570-2000",
"Hospital","Endeavor Glenbrook Hospital","0151","","","","2100 Pfingsten Road","","Village of Glenview","IL","60026","Cook County","US","42.093030,-87.854683","16TDM29326045","847-657-5800",
"Hospital","Endeavor Highland Park Hospital","0509","","","","777 Park Avenue West","","City of Highland Park","IL","60035","Lake County","US","42.190406,-87.807434","16TDM33327123","847-432-8000",
"Hospital","Endeavor Skokie Hospital","0170","","","","9600 Gross Point Road","","Village of Skokie","IL","60076","Cook County","US","42.056648,-87.740396","16TDM38735633","847-677-9600",
"Hospital","Northwest Community Hospital","0162","","","","800 West Central Road","","Village of Arlington Heights","IL","60005","Cook County","US","42.068498,-87.993156","16TDM17835785","847-618-1000",
"Hospital","Northwestern Medicine Delnor Hospital","0460","","","","300 South Randall Road","","Township of Geneva","IL","60134","Kane County","US","41.886569,-88.343595","16TCM88523805","630-208-3000",
"Hospital","Northwestern Medicine Huntley Hospital","0605","","","","10400 Haligus Road","","Village of Huntley","IL","60142","McHenry County","US","42.178090,-88.399634","16TCM84407049","224-654-0000",
"Hospital","Northwestern Medicine Kishwaukee Hospital","0201","","","","1 Kish Hospital Drive","","Township of DeKalb","IL","60115","DeKalb County","US","41.961328,-88.722427","16TCM57264691","815-756-1521",
"Hospital","Northwestern Medicine Lake Forest Hospital","0510","","","","1000 North Westmoreland Road","","City of Lake Forest","IL","60045","Lake County","US","42.257054,-87.865905","16TDM28577868","847-234-5600",
"Hospital","Northwestern Medicine McHenry Hospital","0604","","","","4201 Medical Centre Drive","","Township of McHenry","IL","60050","McHenry County","US","42.318147,-88.279526","16TCM94568589","815-344-5000",
"Hospital","Northwestern Medicine Woodstock Hospital","0603","","","","3701 Doty Road","","Township of Woodstock","IL","60098","Schuyler County","US","42.275511,-88.400846","16TCM84488131","815-338-2500",
"Hospital","Northwestern Memorial Hospital","6045","","","","251 East Huron Street","","City of Chicago","IL","60611","Cook County","US","41.894705,-87.621486","16TDM48443827","312-926-2000",
"Hospital","Norton Hospital Louisville KY","9470","","","","200 East Chestnut Street","","City of Louisville","KY","40202","Jefferson County","US","38.247792,-85.750782","16SFH09303404","502-629-8000",
"Hospital","Norwegian American Hospital","6046","","","","1044 North Francisco Avenue","","City of Chicago","IL","60622","Cook County","US","41.900988,-87.700028","16TDM41933902","773-292-8200",
"Hospital","Northwestern Medicine Central DuPage Hospital","0236","","","","25 Winfield Road","","Township of Winfield","IL","60190","DuPage County","US","41.873256,-88.156216","16TDM04053635","630-933-1600",
"Hospital","Northwestern Medicine Valley West Hospital","0202","","","","1302 North Main Street","","City of Sandwich","IL","60548","DeKalb County","US","41.657750,-88.620978","16TCM65031304","815-786-8484",
"Hospital","Oak Forest Health Center","0164","","","","15900 South Cicero Avenue","","City of Oak Forest","IL","60452","Cook County","US","41.597420,-87.732559","16TDM38950533","708-687-7200",
"Hospital","OSF Heart of Mary Medical Center Urbana","0086","","","","1400 West Park Street","","Township of Urbana","IL","61801","Champaign County","US","40.117970,-88.227650","16TCK95384157","217-337-2000",
"Hospital","OSF Holy Family Medical Center Monmouth","0969","","","","1000 West Harlem Avenue","","Township of Monmouth","IL","61462","Warren County","US","40.922111,-90.658140","15TXF97193275","309-734-3141",
"Hospital","OSF Sacred Heart Medical Center Danville","0945","","","","812 North Logan Avenue","","Township of Danville","IL","61832","Vermilion County","US","40.137895,-87.645318","16TDK45024326","217-443-5000",
"Hospital","OSF Saint Anthony Medical Center Rockford","1055","","","","5666 East State Street","","City of Rockford","IL","61107","Winnebago County","US","42.269587,-89.007732","16TCM34428166","815-226-2000",
"Hospital","OSF Saint Elizabeth Medical Center Ottawa","0526","","","","1100 East Norris Drive","","City of Ottawa","IL","61350","LaSalle County","US","41.353498,-88.817747","16TCL47947959","815-433-3100",
"Hospital","OSF Saint Francis Medical Center Peoria","0757","","","","530 Northeast Glen Oak Avenue","","City of Peoria","IL","61637","Peoria County","US","40.703381,-89.592113","16TBL81010906","309-655-2000",
"Hospital","OSF Saint James - John W. Albrecht Medical Center","0566","","","","2500 West Reynolds Street","","City of Pontiac","IL","61764","Livingston County","US","40.870801,-88.679436","16TCL58472577","815-842-2828",
"Hospital","OSF Saint Luke Medical Center Kewanee","0380","","","","1051 West South Street","","Township of Kewanee","IL","61443","Henry County","US","41.220736,-89.947070","16TBL52966744","309-852-7500",
"Hospital","OSF St. Joseph Medical Center Bloomington","0617","","","","2200 East Washington Street","","Township of Bloomington","IL","61701","McLean County","US","40.482235,-88.955708","16TCK34238311","309-662-3311",
"Hospital","OSF St. Mary Medical Center Galesburg","0495","","","","3333 North Seminary Street","","Township of Galesburg","IL","61401","Knox County","US","40.987411,-90.359385","15TYF22134071","309-344-3161",
"Hospital","OSF Saint Paul Medical Center Mendota","0528","","","","1401 East 12th Street","","City of Mendota","IL","61342","LaSalle County","US","41.553031,-89.087554","16TCM25900225","815-539-1400",
"Hospital","Palos Community Hospital","0168","","","","12251 South 80th Avenue","","City of Palos Heights","IL","60463","Cook County","US","41.668997,-87.813975","16TDM32241334","708-923-4000",
"Hospital","Pana Community Hospital","0098","","","","101 East 9th Street","","Township of Pana","IL","62557","Christian County","US","39.379979,-89.084314","16SCJ20476101","217-562-2131",
"Hospital","Paris Community Hospital","0253","","","","727 East Court Street","","City of Paris","IL","61944","Edgar County","US","39.606786,-87.677520","16SDJ41838433","",
"Hospital","Jacksonville Memorial Hospital","0732","","","","1600 West Walnut Street","","City of Jacksonville","IL","62650","Morgan County","US","39.746378,-90.260183","15SYE34740319","217-245-9541",
"Hospital","Perry County Memorial Hospital Perryville","9658","","","","434 North West Street","","City of Perryville","MO","63775","Perry County","US","37.732490,-89.865573","16SBG47478000","573-547-2536",
"Hospital","OSF Saint Clare Medical Center Princeton","0048","","","","530 Park Avenue East","","Township of Princeton","IL","61356","Bureau County","US","41.367054,-89.456063","16TBL94588241","815-875-2811",
"Hospital","Pinckneyville Community Hospital","0769","","","","5383 Illinois 154","","City of Pinckneyville","IL","62274","Perry County","US","38.084855,-89.349151","16SBH93971783","618-357-2187",
"Hospital","Poplar Bluff Regional Medical Center Oak Grove","9659","","","","3100 Oak Grove Road","","Township of Poplar Bluff","MO","63901","Butler County","US","36.787504,-90.442645","15SYA28197435","573-776-2000",
"Hospital","Poplar Bluff Regional Medical Center Westwood","9660","","","","2620 North Westwood Boulevard","","City of Poplar Bluff","MO","63901","Butler County","US","36.782495,-90.426032","15SYA29697383","573-785-7721",
"Hospital","AMITA Health Resurrection Medical Center Chicago","6050","","","","7435 West Talcott Avenue","","City of Chicago","IL","60631","Cook County","US","41.987940,-87.814742","16TDM32514875","773-774-8000",
"Hospital","AMITA Health Saint Francis Hospital Evanston","0173","","","","355 Ridge Avenue","","Township of Evanston","IL","60202","Cook County","US","42.024723,-87.683429","16TDM43425274","847-316-4000",
"Hospital","AMITA Health Saint Joseph Hospital Chicago","6065","","","","2900 North Lake Shore Drive","","City of Chicago","IL","60657","Cook County","US","41.934077,-87.637374","16TDM47154265","773-665-3000",
"Hospital","AMITA Saint Joseph Medical Center","1028","","","","333 Madison Street","","Township of Joliet","IL","60435","Will County","US","41.527195,-88.136129","16TDL05219790","815-725-7133",
"Hospital","AMITA Health Saints Mary and Elizabeth Medical Center Chicago","6066","","","","2233 West Division Street","","City of Chicago","IL","60622","Cook County","US","41.903035,-87.683317","16TDM43323923","312-770-2000",
"Hospital","Progress West Hospital O'Fallon MO","9661","","","","2 Progress Point Parkway","","","MO","63368","","US","38.715440,-90.698757","15SYC00078771","636-344-1000",
"Hospital","Provident Hospital of Cook County","6047","","","","500 East 51st Street","","City of Chicago","IL","60615","Cook County","US","41.802550,-87.613658","16TDM49022803","312-572-2000",
"Hospital","Ravenswood Hospital (CLOSED)","6048","","","","","","","","","","","","","",
"Hospital","Red Bud Regional Hospital","0807","","","","325 Spring Street","","City of Red Bud","IL","62278","Randolph County","US","38.209043,-89.997029","16SBH37583325","618-282-3831",
"Hospital","Shirley Ryan AbilityLab (formerly RIC)","6049","","","","355 East Erie Street","","City of Chicago","IL","60611","Cook County","US","41.894128,-87.618521","16TDM48693820","312-238-1000",
"Hospital","Riley Hospital for Children","9450","","","","705 Riley Hospital Drive","","City of Indianapolis","IN","46202","Marion County","US","39.777429,-86.180081","16SEK70210337","317-944-5000",
"Hospital","Riveredge Hospital","0169","","","","8311 Roosevelt Road","","Village of Forest Park","IL","60130","Cook County","US","41.865369,-87.828085","16TDM31273515","708-771-7000",
"Hospital","Riverside Medical Center","0480","","","","350 North Wall Street","","Township of Kankakee","IL","60901","Kankakee County","US","41.124008,-87.883080","16TDL25875289","815-933-1671",
"Hospital","RML Specialty Hospital","6004","","","","3435 West Van Buren Street","","City of Chicago","IL","60624","Cook County","US","41.875309,-87.712443","16TDM40883617","773-826-6300",
"Hospital","RML Specialty Hospital","0176","","","","5601 South County Line Road","","Village of Hinsdale","IL","60521","DuPage County","US","41.786189,-87.915377","16TDM23932644","630-286-4000",
"Hospital","Rochelle Community Hospital","0743","","","","900 North 2nd Street","","City of Rochelle","IL","61068","Ogle County","US","41.928274,-89.063369","16TCM28924387","815-562-2181",
"Hospital","Roseland Community Hospital","6052","","","","45 West 111th Street","","City of Chicago","IL","60628","Cook County","US","41.692318,-87.625573","16TDM47941580","773-995-3000",
"Hospital","Rush Copley Medical Center","0461","","","","2000 Ogden Avenue","","Township of Aurora","IL","60504","Kane County","US","41.728992,-88.270650","16TCM94322046","630-978-6200",
"Hospital","Rush Oak Park Hospital","0165","","","","520 South Maple Avenue","","Township of Oak Park","IL","60304","Cook County","US","41.878524,-87.803008","16TDM33373660","708-383-9300",
"Hospital","Rush University Medical Center","6053","","","","1620 West Harrison Street","","City of Chicago","IL","60612","Cook County","US","41.874575,-87.668836","16TDM44493606","312-942-5000",
"Hospital","Southeast Health Center of Stoddard County","9654","","","","1200 North 1 Mile Road","","City of Dexter","MO","63841","Stoddard County","US","36.807358,-89.968368","16SBF35187761","573-624-5566",
"Hospital","Sacred Heart Hospital (CLOSED)","6025","","","","","","","","","","","","","",
"Hospital","Salem Township Hospital","0671","","","","1201 Ricker Drive","","Township of Salem","IL","62881","Carroll County","US","38.641645,-88.948732","16SCH30407881","618-548-3194",
"Hospital","Sarah Bush Lincoln Health Center Mattoon","0134","","","","1000 Health Center Drive","","Township of Mattoon","IL","61938","Coles County","US","39.487870,-88.273773","16SCJ90467169","217-258-2525",
"Hospital","Culbertson Memorial Hospital Rushville","0887","","","","238 South Congress Street","","Township of Rushville","IL","62681","Schuyler County","US","40.118165,-90.564388","15TYE07554371","217-322-4321",
"Hospital","Schwab Rehabilitation Hospital","6055","","","","1401 South California Avenue","","City of Chicago","IL","60608","Cook County","US","41.862196,-87.695109","16TDM42303470","773-522-2010",
"Hospital","375 Medical Group Scott AF Base","0849","","","","310 West Losey Street","","Scott Air Force Base","IL","62225","Saint Clair County","US","38.543526,-89.871972","16SBH49697003","618-256-9355",
"Hospital","Select Specialty Hospital - Quad Cities","9537","","","","1111 West Kimberly Road","","City of Davenport","IA","52806","Scott County","US","41.559432,-90.588833","15TYG01060366","563-468-2000",
"Hospital","Shriners Hospitals for Children — Chicago","6057","","","","2211 North Oak Park Avenue","","City of Chicago","IL","60707","Cook County","US","41.920050,-87.793515","16TDM34204120","773-622-5400",
"Hospital","Shriners Hospitals for Children — St. Louis","9662","","","","4400 Clayton Avenue","","","MO","63110","","US","38.632219,-90.258332","15SYC38657953","314-432-3600",
"Hospital","Silver Cross Hospital","1027","","","","1900 Silver Cross Boulevard","","Township of New Lenox","IL","60451","Will County","US","41.544750,-87.983849","16TDL17949969","815-300-1100",
"Hospital","Silver Oaks Behavioral Hospital","1032","","","","1004 Pawlak Parkway","","Township of New Lenox","IL","60451","Will County","US","41.544750,-87.987093","16TDL17679970","844-580-5000",
"Hospital","South Shore Hospital","6059","","","","8012 South Crandon Avenue","","City of Chicago","IL","60617","Cook County","US","41.749348,-87.569146","16TDM52682210","773-356-5000",
"Hospital","Southeast Hospital","9638","","","","1701 Lacey Street","","Township of Cape Girardeau","MO","63701","Cape Girardeau County","US","37.311044,-89.540556","16SBG74853240","573-334-4822",
"Hospital","Sparta Community Hospital","0806","","","","818 East Broadway Street","","City of Sparta","IL","62286","Randolph County","US","38.123959,-89.691536","16SBH64062299","618-443-2177",
"Hospital","SSM Health Cardinal Glennon Children's Hospital","9630","","","","1465 South Grand Boulevard","","","MO","63104","","US","38.621356,-90.239492","15SYC40327837","314-577-5600",
"Hospital","SSM Health DePaul Hospital - St. Louis","9624","","","","12303 De Paul Drive","","City of Bridgeton","MO","63044","Saint Louis County","US","38.750255,-90.434109","15SYC22989218","314-344-6000",
"Hospital","SSM Health St. Clare Hospital - Fenton","9614","","","","1015 Bowles Avenue","","City of Fenton","MO","63026","Saint Louis County","US","38.528037,-90.476191","15SYC20006742","636-496-2000",
"Hospital","SSM Health St. Joseph Hospital","9623","","","","300 1st Capitol Drive","","City of Saint Charles","MO","63301","Saint Charles County","US","38.780829,-90.484801","15SYC18489546","636-947-5000",
"Hospital","SSM Health Saint Louis University Hospital (CLOSED)","9621","","","","3635 Vista Avenue","","","MO","63110","","US","38.622743,-90.239133","15SYC40357852","314-577-8000",
"Hospital","SSM Health St. Mary's Hospital - St. Louis","9633","","","","6420 Clayton Road","","City of Richmond Heights","MO","63117","Saint Louis County","US","38.633071,-90.311181","15SYC34047948","314-768-8000",
"Hospital","SSM Health St. Joseph Hospital - Wentzville","9618","","","","500 Medical Drive","","Township of Wentzville","MO","63385","Saint Charles County","US","38.821998,-90.880741","15SXC83979915","636-327-1000",
"Hospital","St. Alexius Medical Center Hoffman Estates","0155","","","","1555 North Barrington Road","","Village of Hoffman Estates","IL","60169","Cook County","US","42.052974,-88.141034","16TDM05585628","847-843-2000",
"Hospital","OSF Saint Anthony's Health Center Alton","0656","","","","1 Saint Anthonys Way","","Township of Alton","IL","62002","Madison County","US","38.908170,-90.173288","15SYD45101038","618-465-2571",
"Hospital","St Clare's Hospital Alton","0658","","","","915 East 5th Street","","Township of Alton","IL","62002","Madison County","US","38.890900,-90.171654","15SYD45300847","618-463-5150",
"Hospital","St Francis Medical Center Cape Girardeau","9617","","","","48 Doctors Park","","Township of Cape Girardeau","MO","63703","Cape Girardeau County","US","37.295230,-89.574115","16SBG71833073","573-335-8257",
"Hospital","Joseph Hospital Belvidere (CLOSED)","0037","","","","","","","","","","","","","",
"Hospital","St. Joseph Hospital of Kirkwood MO (CLOSED)","9627","","","","","","","","","","","","","",
"Hospital","St. Luke's Hospital Chesterfield MO","9611","","","","232 South Woods Mill Road","","City of Chesterfield","MO","63017","Saint Louis County","US","38.651275,-90.503563","15SYC17248103","314-434-1500",
"Hospital","Franciscan Health Dyer","9455","","","","24 Joliet Street","","Town of Dyer","IN","46311","Lake County","US","41.492609,-87.524577","16TDL56219357","219-865-2141",
"Hospital","Franciscan Health Hammond","9452","","","","5454 Hohman Avenue","","City of Hammond","IN","46320","Lake County","US","41.615178,-87.523881","16TDM56350718","219-932-2300",
"Hospital","Saint Mary's Hospital Rochester MN","9485","","","","412 14th Avenue Southwest","","Township of Rochester","MN","55902","Olmsted County","US","44.018611,-92.481494","15TWJ41557407","",
"Hospital","Ascension St. Vincent Evansville IN","9451","","","","3700 Washington Avenue","","City of Evansville","IN","47714","Vanderburgh County","US","37.965052,-87.504509","16SDH55680205","812-485-4000",
"Hospital","Peyton Manning Children's Hospital at Ascension St. Vincent","9463","","","","2001 West 86th Street","","City of Indianapolis","IN","46260","Marion County","US","39.909080,-86.195835","16SEK68731797","317-338-2345",
"Hospital","St Alexius Hospital","9622","","","","1400 Lemay Ferry Road","","","MO","63125","","US","38.530656,-90.289408","15SYC36276817","314-544-8099",
"Hospital","Saint Anthony Hospital Chicago","6061","","","","2875 West 19th Street","","City of Chicago","IL","60623","Cook County","US","41.855191,-87.698507","16TDM42023393","773-484-1000",
"Hospital","St. Bernard Hospital","6062","","","","326 West 64th Street","","City of Chicago","IL","60621","Cook County","US","41.778529,-87.632953","16TDM47392538","773-962-3900",
"Hospital","St Elizabeth's Hospital Chicago","6063","","","","1431 North Western Avenue","","City of Chicago","IL","60622","Cook County","US","41.907573,-87.686362","16TDM43073974","773-489-1717",
"Hospital","St Joseph Memorial Hospital Murphysboro","0404","","","","2 Hospital Drive","","Township of Murphysboro","IL","62966","Jackson County","US","37.774009,-89.324709","16SBG95258328","618-684-3156",
"Hospital","St. Louis Children's Hospital","9631","","","","1 Childrens Place","","","MO","63110","","US","38.637855,-90.265081","15SYC38048013","314-454-6000",
"Hospital","St. Louis VA Medical Center - John Cochran Division","9615","","","","915 North Grand Boulevard","","","MO","63106","","US","38.642540,-90.231827","15SYC40928074","314-652-4100",
"Hospital","St. Margaret's Health - Spring Valley","0049","","","","600 East 1st Street","","City of Spring Valley","IL","61362","Bureau County","US","41.328506,-89.191880","16TCL16577754","815-664-5311",
"Hospital","SSM Health St. Mary's Hospital - Centralia","0672","","","","400 North Pleasant Avenue","","Township of Centralia","IL","62801","Marion County","US","38.530177,-89.116909","16SCH15476676","618-436-8000",
"Hospital","St Mary's Hospital Streator","0530","","","","111 Spring Street","","City of Streator","IL","61364","LaSalle County","US","41.114220,-88.835245","16TCL45915305","815-673-2311",
"Hospital","Streamwood Hospital / Streamwood RT","0182","","","","1400 Irving Park Road","","Village of Streamwood","IL","60107","Cook County","US","42.009204,-88.150791","16TDM04705143","630-837-9000",
"Hospital","SwedishAmerican Hospital","1056","","","","1401 East State Street","","City of Rockford","IL","61104","Winnebago County","US","42.265418,-89.074952","16TCM28868133","779-696-4400",
"Hospital","SwedishAmerican Medical Center/Belvidere","0036","","","","1625 South State Street","","Township of Belvidere","IL","61008","Boone County","US","42.242994,-88.839835","16TCM48207839","815-547-5441",
"Hospital","Swedish Hospital","6067","","","","5140 North California Avenue","","City of Chicago","IL","60625","Cook County","US","41.975302,-87.699481","16TDM42044727","773-878-8200",
"Hospital","Taylorville Memorial Hospital","0099","","","","201 East Pleasant Street","","Township of Taylorville","IL","62568","Christian County","US","39.555144,-89.293819","16SCJ02928089","217-707-5555",
"Hospital","Terre Haute Regional Hospital","9458","","","","3901 South 7th Street","","City of Terre Haute","IN","47802","Vigo County","US","39.419512,-87.408979","16SDJ64796341","812-232-0021",
"Hospital","SSM Health Monroe Hospital","9641","","","","515 22nd Avenue","","Town of Monroe","WI","53566","Green County","US","42.607413,-89.633467","16TBN83982058","608-324-2000",
"Hospital","The Pavilion Behavioral Health System Champaign","0084","","","","809 West Church Street","","Township of Champaign","IL","61820","Champaign County","US","40.117575,-88.257593","16TCK92834156","217-373-1700",
"Hospital","Thomas H Boyd Memorial Hospital","0322","","","","800 School Street","","Township of Carrollton","IL","62016","Greene County","US","39.296772,-90.413031","15SYD23085290","217-942-6946",
"Hospital","Thorek Memorial Hospital","6069","","","","850 West Irving Park Road","","City of Chicago","IL","60613","Cook County","US","41.954991,-87.651520","16TDM46004498","773-525-6780",
"Hospital","Touchette Regional Hospital Centreville","0844","","","","5900 Bond Avenue","","Township of Centreville","IL","62207","Saint Clair County","US","38.570681,-90.107834","15SYC51967310","618-332-3060",
"Hospital","U S Army Infirmary Highland Park (CLOSED)","0512","","","","","","","","","","","","","",
"Hospital","Great Lakes Naval Station Hospital (CLOSED)","0513","","","","3355 Illinois Street","","City of North Chicago","IL","60088","Lake County","US","42.302638,-87.849188","16TDM30008372","847-688-3500",
"Hospital","United Hospital System Kenosha Medical Center Campus","9649","","","","6308 8th Avenue","","City of Kenosha","WI","53143","Kenosha County","US","42.577495,-87.820412","16TDN32671422","262-656-2011",
"Hospital","St. Catherine's Medical Center Pleasant Prairie WI","9650","","","","9555 76th Street","","Village of Pleasant Prairie","WI","53158","Kenosha County","US","42.564459,-87.924131","16TDN24141286","262-577-8000",
"Hospital","Union County Hospital Anna","0933","","","","517 North Main Street","","City of Anna","IL","62906","Union County","US","37.464829,-89.246199","16SCG01354880","618-833-4511",
